user_id,company_id,location,start_date,StartAfter2019,companies_worked,positions_worked,days_worked
19990,14445,"İstanbul, Türkiye",2010-12-01,0,2,9,0
19990,14445,,2010-12-01,0,2,9,90
20080,153,"İstanbul, Türkiye",2008-11-01,0,3,4,0
20080,153,,2008-11-01,0,3,4,2311
20156,4662,,2019-05-01,1,3,5,0
20156,4662,"Avcılar, İstanbul, Türkiye",2019-05-01,1,3,5,31
20268,14550,"Istanbul, Turkey",2015-06-01,0,4,5,0
20268,14550,Teknopark Yıldız Teknik Üniversitesi,2015-06-01,0,4,5,458
20311,913,"Muratçeşme Mah., İstanbul Province, Turkey",2018-07-01,0,5,8,0
20311,913,"Istanbul, Turkey",2018-07-01,0,5,8,92
20382,4977,,2015-04-01,0,2,3,0
20382,4977,"İstanbul, Türkiye",2015-04-01,0,2,3,1371
20414,14584,"İstanbul, Türkiye",2012-07-01,0,5,6,0
20414,14584,"Istanbul, Turkey",2012-07-01,0,5,6,2375
20715,6803,"Denizli, Turkey",2019-08-01,1,1,2,0
20715,6803,,2019-08-01,1,1,2,-212
20732,1339,,2011-02-01,0,1,2,0
20732,1339,"Istanbul, Turkey",2011-02-01,0,1,2,2891
20771,1562,"Istanbul, Turkey",2012-12-01,0,1,2,0
20771,1562,,2012-12-01,0,1,2,2222
20772,913,"Istanbul, Turkey",2018-07-01,0,5,8,0
20772,913,"Muratçeşme Mah., İstanbul Province, Turkey",2018-07-01,0,5,8,92
20779,3001,"Istanbul, Turkey",2006-01-01,0,2,3,0
20779,3001,,2006-01-01,0,2,3,4748
20780,1562,,2012-12-01,0,1,2,0
20780,1562,"Istanbul, Turkey",2012-12-01,0,1,2,2222
20955,1805,,2010-01-01,0,3,4,0
20955,1805,"Istanbul, Turkey",2010-01-01,0,3,4,2588
20962,594,"Istanbul, Turkey",2013-03-01,0,2,3,0
20962,594,,2013-03-01,0,2,3,2132
20971,837,Gebze,2008-05-01,0,3,11,0
20971,837,"İstanbul, Türkiye",2008-05-01,0,3,11,153
20978,6474,,2018-09-01,0,5,6,0
20978,6474,"Istanbul, Turkey",2018-09-01,0,5,6,153
21026,594,,2013-03-01,0,2,3,0
21026,594,"Istanbul, Turkey",2013-03-01,0,2,3,2132
21269,1339,"Istanbul, Turkey",2011-02-01,0,1,2,0
21269,1339,,2011-02-01,0,1,2,2891
21276,837,Gebze,2008-05-01,0,3,11,0
21276,837,"İstanbul, Türkiye",2008-05-01,0,3,11,153
21289,6474,,2018-09-01,0,5,6,0
21289,6474,"Istanbul, Turkey",2018-09-01,0,5,6,0
21310,2278,"Istanbul, Turkey",1995-09-01,0,1,3,0
21310,2278,,1995-09-01,0,1,3,1583
21353,1805,,2010-01-01,0,3,4,0
21353,1805,"Istanbul, Turkey",2010-01-01,0,3,4,2588
21359,6474,"Istanbul, Turkey",2018-09-01,0,5,6,0
21359,6474,,2018-09-01,0,5,6,153
21369,1805,,2010-01-01,0,3,4,0
21369,1805,"Istanbul, Turkey",2010-01-01,0,3,4,2588
21370,6474,,2018-09-01,0,4,5,0
21370,6474,"Istanbul, Turkey",2018-09-01,0,4,5,122
21449,860,Turkey,2019-12-01,1,2,3,0
21449,860,,2019-12-01,1,2,3,-334
21481,1771,"İstanbul, Türkiye",2014-11-01,0,4,5,0
21481,1771,Istanbul,2014-11-01,0,4,5,1096
21527,1771,,2016-10-01,0,1,2,0
21527,1771,"İstanbul, Türkiye",2016-10-01,0,1,2,822
21532,923,,2014-11-01,0,3,4,0
21532,923,İÜ Teknokent,2014-11-01,0,3,4,365
21541,1805,,2010-01-01,0,3,4,0
21541,1805,"Istanbul, Turkey",2010-01-01,0,3,4,2588
21679,1771,Istanbul,2014-11-01,0,4,5,0
21679,1771,"İstanbul, Türkiye",2014-11-01,0,4,5,1096
21685,1805,,2010-01-01,0,3,4,0
21685,1805,"Istanbul, Turkey",2010-01-01,0,3,4,2588
21718,1805,"Istanbul, Turkey",2010-01-01,0,3,4,0
21718,1805,,2010-01-01,0,3,4,2588
21863,740,,2008-10-01,0,2,4,0
21863,740,"Ordu, Turkey",2008-10-01,0,2,4,3014
21916,913,"Istanbul, Turkey",2018-07-01,0,5,8,0
21916,913,"Muratçeşme Mah., İstanbul Province, Turkey",2018-07-01,0,5,8,92
21927,3001,,2006-01-01,0,2,3,0
21927,3001,"Istanbul, Turkey",2006-01-01,0,2,3,4748
22019,749,,2000-12-01,0,1,3,0
22019,749,"Istanbul, Turkey",2000-12-01,0,1,3,6087
22123,1771,Istanbul,2014-11-01,0,4,5,0
22123,1771,"İstanbul, Türkiye",2014-11-01,0,4,5,1096
22125,14188,,2018-04-01,0,3,4,0
22125,14188,"Odunpazarı, Eskişehir, Türkiye",2018-04-01,0,3,4,275
22189,740,,2008-10-01,0,2,4,0
22189,740,"Ordu, Turkey",2008-10-01,0,2,4,3014
22262,1771,"İstanbul, Türkiye",2014-11-01,0,4,5,0
22262,1771,Istanbul,2014-11-01,0,4,5,1096
22263,14188,,2018-04-01,0,3,4,0
22263,14188,"Odunpazarı, Eskişehir, Türkiye",2018-04-01,0,3,4,275
22630,15318,istanbul,2010-02-01,0,1,2,0
22630,15318,,2010-02-01,0,1,2,3256
22676,2828,,2019-02-01,1,3,4,0
22676,2828,"Istanbul, Turkey",2019-02-01,1,3,4,-31
22692,2828,,2019-02-01,1,3,4,0
22692,2828,"Istanbul, Turkey",2019-02-01,1,3,4,-31
22837,15248,"Kayseri, Turkey",2018-11-01,0,1,2,0
22837,15248,,2018-11-01,0,1,2,61
22854,1930,,2018-07-01,0,1,2,0
22854,1930,"İstanbul, Türkiye",2018-07-01,0,1,2,184
22941,41,"Konya, Turkey",2014-01-01,0,4,6,0
22941,41,,2014-01-01,0,4,6,1581
23266,15318,istanbul,2010-02-01,0,1,2,0
23266,15318,,2010-02-01,0,1,2,3256
23346,740,,2012-01-01,0,1,2,0
23346,740,"Kayseri, Turkey",2012-01-01,0,1,2,2557
23459,1322,,2019-03-01,1,4,6,0
23459,1322,"Ankara, Turkey",2019-03-01,1,4,6,-59
23706,751,,2017-07-01,0,1,2,0
23706,751,"İstanbul, Türkiye",2017-07-01,0,1,2,549
23741,751,"İstanbul, Türkiye",2017-07-01,0,1,2,0
23741,751,,2017-07-01,0,1,2,549
23746,563,"Kocaeli Area, Turkey",2002-10-01,0,5,12,0
23746,563,,2002-10-01,0,5,12,823
23790,751,,2017-07-01,0,1,2,0
23790,751,"İstanbul, Türkiye",2017-07-01,0,1,2,549
23893,751,,2017-07-01,0,1,2,0
23893,751,"İstanbul, Türkiye",2017-07-01,0,1,2,549
23894,10415,,2015-12-01,0,2,3,0
23894,10415,"Ankara, Turkey",2015-12-01,0,2,3,701
24464,4232,"Ankara, Türkiye",2011-02-01,0,6,8,0
24464,4232,,2011-02-01,0,6,8,700
24544,1926,"Ankara, Turkey",2010-02-01,0,3,6,0
24544,1926,"Yalova, Turkey",2010-02-01,0,3,6,1946
24587,751,,2017-07-01,0,1,2,0
24587,751,"İstanbul, Türkiye",2017-07-01,0,1,2,549
24612,11763,"İzmir, Türkiye",2013-12-01,0,1,2,0
24612,11763,"Izmir, Turkey",2013-12-01,0,1,2,1857
25554,3742,"Istanbul, Turkey",2004-01-01,0,1,2,0
25554,3742,"Eğitim Mah., İstanbul, Türkiye",2004-01-01,0,1,2,5479
25576,3742,"Eğitim Mah., İstanbul, Türkiye",2004-01-01,0,1,2,0
25576,3742,"Istanbul, Turkey",2004-01-01,0,1,2,5479
25580,3742,"Eğitim Mah., İstanbul, Türkiye",2004-01-01,0,1,2,0
25580,3742,"Istanbul, Turkey",2004-01-01,0,1,2,5479
25935,1872,"Istanbul, Turkey",2006-04-01,0,2,7,0
25935,1872,,2006-04-01,0,2,7,1644
26440,8707,,2015-03-01,0,2,3,0
26440,8707,"İstanbul, Türkiye",2015-03-01,0,2,3,1402
26804,3645,"İstanbul, Türkiye",2011-02-01,0,6,8,0
26804,3645,,2011-02-01,0,6,8,578
26826,1602,"Istanbul, Turkey",2018-03-01,0,6,7,0
26826,1602,,2018-03-01,0,6,7,426
26852,3645,,2011-02-01,0,6,8,0
26852,3645,"İstanbul, Türkiye",2011-02-01,0,6,8,578
26869,1602,,2018-03-01,0,5,6,0
26869,1602,"Istanbul, Turkey",2018-03-01,0,5,6,306
26887,1602,,2018-03-01,0,5,6,0
26887,1602,"Istanbul, Turkey",2018-03-01,0,5,6,306
26935,1602,"Istanbul, Turkey",2018-03-01,0,6,7,0
26935,1602,,2018-03-01,0,6,7,426
27104,1590,"Istanbul, Turkey",2015-04-01,0,4,5,0
27104,1590,,2015-04-01,0,4,5,1461
27211,17168,Türkiye,1997-06-01,0,4,6,0
27211,17168,,1997-06-01,0,4,6,4352
27232,340,"Istanbul, Turkey",2018-07-01,0,3,4,0
27232,340,,2018-07-01,0,3,4,123
27272,17195,Turkey,2014-09-01,0,4,5,0
27272,17195,,2014-09-01,0,4,5,822
27451,17269,"Istanbul, Turkey",2017-01-01,0,3,4,0
27451,17269,"İstanbul, Türkiye",2017-01-01,0,3,4,730
27548,17269,"Istanbul, Turkey",2017-01-01,0,3,4,0
27548,17269,"İstanbul, Türkiye",2017-01-01,0,3,4,730
27573,17168,,1997-06-01,0,6,8,0
27573,17168,Türkiye,1997-06-01,0,6,8,4352
27612,992,"Istanbul, Turkey",2016-08-01,0,6,8,0
27612,992,,2016-08-01,0,6,8,549
27642,789,"Istanbul, Turkey",2017-03-01,0,3,4,0
27642,789,,2017-03-01,0,3,4,671
27697,17168,Türkiye,1997-06-01,0,6,8,0
27697,17168,,1997-06-01,0,6,8,4352
27711,789,,2017-03-01,0,3,4,0
27711,789,"Istanbul, Turkey",2017-03-01,0,3,4,0
27729,17168,Türkiye,1997-06-01,0,4,6,0
27729,17168,,1997-06-01,0,4,6,4352
27742,17168,Türkiye,1997-06-01,0,4,6,0
27742,17168,,1997-06-01,0,4,6,4352
27780,992,,2016-08-01,0,6,8,0
27780,992,"Istanbul, Turkey",2016-08-01,0,6,8,549
27855,17386,Antakya,2019-02-01,1,3,5,0
27855,17386,"Hatay, Turkey",2019-02-01,1,3,5,-31
28315,1620,,2015-04-01,0,2,4,0
28315,1620,"İstanbul, Türkiye",2015-04-01,0,2,4,1340
28353,789,"Istanbul, Turkey",2017-03-01,0,3,4,0
28353,789,,2017-03-01,0,3,4,671
28372,1602,,2018-03-01,0,5,6,0
28372,1602,"Istanbul, Turkey",2018-03-01,0,5,6,306
28433,789,"Istanbul, Turkey",2017-03-01,0,3,4,0
28433,789,,2017-03-01,0,3,4,0
28461,1602,"Istanbul, Turkey",2018-03-01,0,6,7,0
28461,1602,,2018-03-01,0,6,7,426
28464,1602,"Istanbul, Turkey",2018-03-01,0,6,7,0
28464,1602,,2018-03-01,0,6,7,426
28488,1602,"Istanbul, Turkey",2018-03-01,0,6,7,0
28488,1602,,2018-03-01,0,6,7,426
28551,6975,,2015-05-01,0,2,4,0
28551,6975,Developer,2015-05-01,0,2,4,519
28551,1372,"Istanbul, Turkey",2016-10-01,0,2,4,0
28551,1372,,2016-10-01,0,2,4,822
28691,17168,,1997-06-01,0,6,8,0
28691,17168,Türkiye,1997-06-01,0,6,8,4352
28746,6975,,2015-05-01,0,2,4,0
28746,6975,Developer,2015-05-01,0,2,4,519
28746,1372,,2016-10-01,0,2,4,0
28746,1372,"Istanbul, Turkey",2016-10-01,0,2,4,822
28822,17168,Türkiye,1997-06-01,0,4,6,0
28822,17168,,1997-06-01,0,4,6,4352
28849,17168,,1997-06-01,0,6,8,0
28849,17168,Türkiye,1997-06-01,0,6,8,4352
28850,4546,Ankara,2019-05-01,1,4,6,0
28850,4546,,2019-05-01,1,4,6,-120
28861,4546,,2019-05-01,1,4,6,0
28861,4546,Ankara,2019-05-01,1,4,6,-120
28870,17168,,1997-06-01,0,6,8,0
28870,17168,Türkiye,1997-06-01,0,6,8,4352
28872,17168,Türkiye,1997-06-01,0,6,8,0
28872,17168,,1997-06-01,0,6,8,4352
29169,4546,Ankara,2019-05-01,1,4,6,0
29169,4546,,2019-05-01,1,4,6,-120
29175,4546,,2019-05-01,1,4,6,0
29175,4546,Ankara,2019-05-01,1,4,6,-120
29203,4913,"Istanbul, Turkey",2017-09-01,0,3,4,0
29203,4913,"İstanbul, Türkiye",2017-09-01,0,3,4,518
29228,2913,"Bebek Mah., İstanbul, Türkiye",2018-06-01,0,1,2,0
29228,2913,"Istanbul, Turkey",2018-06-01,0,1,2,214
29500,3001,,2006-01-01,0,2,3,0
29500,3001,"Istanbul, Turkey",2006-01-01,0,2,3,4748
29760,26,"İstanbul, Türkiye",2015-07-01,0,2,3,0
29760,26,Software Engineer,2015-07-01,0,2,3,1280
29992,4913,"İstanbul, Türkiye",2017-09-01,0,3,4,0
29992,4913,"Istanbul, Turkey",2017-09-01,0,3,4,518
30018,2278,,1995-09-01,0,1,3,0
30018,2278,"Istanbul, Turkey",1995-09-01,0,1,3,1583
30122,4913,"İstanbul, Türkiye",2017-09-01,0,2,3,0
30122,4913,"Istanbul, Turkey",2017-09-01,0,2,3,487
30556,4913,"İstanbul, Türkiye",2017-09-01,0,3,4,0
30556,4913,"Istanbul, Turkey",2017-09-01,0,3,4,518
30656,1602,,2018-03-01,0,6,7,0
30656,1602,"Istanbul, Turkey",2018-03-01,0,6,7,426
30712,1602,"Istanbul, Turkey",2018-03-01,0,5,6,0
30712,1602,,2018-03-01,0,5,6,306
30715,1602,,2018-03-01,0,6,7,0
30715,1602,"Istanbul, Turkey",2018-03-01,0,6,7,426
30723,1602,,2018-03-01,0,6,7,0
30723,1602,"Istanbul, Turkey",2018-03-01,0,6,7,426
30802,1805,,2015-08-01,0,1,2,0
30802,1805,ATATURK AIRPORT,2015-08-01,0,1,2,1249
30963,1900,,2010-09-01,0,6,8,0
30963,1900,Elektrik-Elektronik Fakültesi Kontrol Lab.,2010-09-01,0,6,8,669
31006,7751,"Çankaya, Ankara, Türkiye",2018-10-01,0,4,5,0
31006,7751,,2018-10-01,0,4,5,304
31040,3001,,2006-01-01,0,2,3,0
31040,3001,"Istanbul, Turkey",2006-01-01,0,2,3,4748
31117,749,"Istanbul, Turkey",2000-12-01,0,1,3,0
31117,749,,2000-12-01,0,1,3,6087
31221,951,"Istanbul, Turkey",2018-06-01,0,3,4,0
31221,951,,2018-06-01,0,3,4,214
31225,17168,Türkiye,1997-06-01,0,4,6,0
31225,17168,,1997-06-01,0,4,6,4352
31278,340,"Istanbul, Turkey",2008-02-01,0,1,2,0
31278,340,,2008-02-01,0,1,2,3987
31354,951,"Istanbul, Turkey",2018-06-01,0,3,4,0
31354,951,,2018-06-01,0,3,4,214
31380,18181,"Istanbul, Turkey",2018-01-01,0,4,5,0
31380,18181,,2018-01-01,0,4,5,577
31449,324,"Istanbul, Turkey",2014-11-01,0,5,7,0
31449,324,"İstanbul, Türkiye",2014-11-01,0,5,7,1522
31514,1858,,2000-03-01,0,1,3,0
31514,1858,"Çerkezköy, Tekirdağ",2000-03-01,0,1,3,4748
31559,17168,Türkiye,1997-06-01,0,6,8,0
31559,17168,,1997-06-01,0,6,8,4352
31568,749,"Istanbul, Turkey",2000-12-01,0,1,3,0
31568,749,,2000-12-01,0,1,3,6087
31570,992,,2016-08-01,0,6,8,0
31570,992,"Istanbul, Turkey",2016-08-01,0,6,8,549
31587,340,,2008-02-01,0,1,2,0
31587,340,"Istanbul, Turkey",2008-02-01,0,1,2,3987
31666,17168,Türkiye,1997-06-01,0,6,8,0
31666,17168,,1997-06-01,0,6,8,4352
31669,1858,,2000-03-01,0,1,3,0
31669,1858,"Çerkezköy, Tekirdağ",2000-03-01,0,1,3,4748
31700,17168,Türkiye,1997-06-01,0,6,8,0
31700,17168,,1997-06-01,0,6,8,4352
31707,17168,Türkiye,1997-06-01,0,6,8,0
31707,17168,,1997-06-01,0,6,8,4352
31713,992,,2016-08-01,0,6,8,0
31713,992,"Istanbul, Turkey",2016-08-01,0,6,8,549
31842,2408,ODTU/TEKNOKENT,2010-06-01,0,3,4,0
31842,2408,,2010-06-01,0,3,4,2526
31863,1074,,2013-03-01,0,2,3,0
31863,1074,"Manisa, Türkiye",2013-03-01,0,2,3,2132
31903,1074,"Manisa, Türkiye",2013-03-01,0,2,3,0
31903,1074,,2013-03-01,0,2,3,2132
32141,18537,,2018-03-01,0,6,7,0
32141,18537,"Balikesir, Turkey",2018-03-01,0,6,7,306
32206,18537,,2018-03-01,0,6,7,0
32206,18537,"Balikesir, Turkey",2018-03-01,0,6,7,306
32333,6273,Kalite güvence,2017-09-01,0,2,3,0
32333,6273,,2017-09-01,0,2,3,487
32349,6522,"Gebze, Kocaeli, Türkiye",2013-03-01,0,2,3,0
32349,6522,,2013-03-01,0,2,3,2132
32391,18617,"Istanbul, Turkey",2017-09-01,0,1,2,0
32391,18617,"İstanbul, Türkiye",2017-09-01,0,1,2,487
32412,18537,"Balikesir, Turkey",2018-03-01,0,6,7,0
32412,18537,,2018-03-01,0,6,7,306
32429,305,"İzmir, Türkiye",2013-09-01,0,5,6,0
32429,305,,2013-09-01,0,5,6,334
32473,3231,"Istanbul, Turkey",2006-05-01,0,1,3,0
32473,3231,,2006-05-01,0,1,3,3898
32505,18537,,2018-03-01,0,6,7,0
32505,18537,"Balikesir, Turkey",2018-03-01,0,6,7,306
32520,3231,"Istanbul, Turkey",2006-05-01,0,1,3,0
32520,3231,,2006-05-01,0,1,3,3898
32525,18617,"Istanbul, Turkey",2017-09-01,0,1,2,0
32525,18617,"İstanbul, Türkiye",2017-09-01,0,1,2,487
32771,8277,"Antalya, Türkiye",2010-02-01,0,5,6,0
32771,8277,,2010-02-01,0,5,6,2068
32815,1473,"Istanbul, Turkey",2018-01-01,0,1,3,0
32815,1473,,2018-01-01,0,1,3,365
32987,1496,"İstanbul, Türkiye",2006-01-01,0,3,5,0
32987,1496,,2006-01-01,0,3,5,2922
33038,305,"Istanbul, Turkey",2011-10-01,0,4,6,0
33038,305,İstanbul / Türkiye,2011-10-01,0,4,6,183
33052,7970,"Izmir, Turkey",2012-12-01,0,1,2,0
33052,7970,"İzmir, Türkiye",2012-12-01,0,1,2,2222
33142,1771,"İstanbul, Türkiye",2016-10-01,0,1,3,0
33142,1771,,2016-10-01,0,1,3,1126
33227,740,"Ankara, Turkey",2015-01-01,0,4,5,0
33227,740,IREG,2015-01-01,0,4,5,1461
33327,1074,,2013-03-01,0,2,3,0
33327,1074,"Manisa, Türkiye",2013-03-01,0,2,3,2132
33388,1074,,2013-03-01,0,2,3,0
33388,1074,"Manisa, Türkiye",2013-03-01,0,2,3,2132
33748,2645,"İstanbul, Türkiye",2018-07-01,0,4,5,0
33748,2645,,2018-07-01,0,4,5,184
33763,1830,"İstanbul, Türkiye",2019-08-01,1,3,5,0
33763,1830,Tasarım Stajyeri,2019-08-01,1,3,5,-212
33832,6718,QUALITY ASSURANCE SUPERVISIOR,2005-12-01,0,1,2,0
33832,6718,,2005-12-01,0,1,2,4779
34232,19249,,2009-07-01,0,5,6,0
34232,19249,"Istanbul, Turkey",2009-07-01,0,5,6,1645
34238,19249,"Istanbul, Turkey",2009-07-01,0,5,6,0
34238,19249,,2009-07-01,0,5,6,1645
34241,19249,"Istanbul, Turkey",2009-07-01,0,5,6,0
34241,19249,,2009-07-01,0,5,6,1645
34242,19249,"Istanbul, Turkey",2009-07-01,0,5,6,0
34242,19249,,2009-07-01,0,5,6,1645
34410,19249,,2009-07-01,0,5,6,0
34410,19249,"Istanbul, Turkey",2009-07-01,0,5,6,1645
34483,19249,,2009-07-01,0,4,5,0
34483,19249,"Istanbul, Turkey",2009-07-01,0,4,5,1645
34537,19249,,2009-07-01,0,5,6,0
34537,19249,"Istanbul, Turkey",2009-07-01,0,5,6,1645
34566,19249,,2009-07-01,0,5,6,0
34566,19249,"Istanbul, Turkey",2009-07-01,0,5,6,1645
34657,19249,,2009-07-01,0,5,6,0
34657,19249,"Istanbul, Turkey",2009-07-01,0,5,6,1645
34672,2487,"Istanbul, Turkey",2015-08-01,0,1,2,0
34672,2487,,2015-08-01,0,1,2,1249
34948,13814,"Istanbul, Turkey",2016-06-01,0,4,5,0
34948,13814,"İstanbul, Türkiye",2016-06-01,0,4,5,760
35045,4155,"Istanbul, Turkey",2014-09-01,0,2,3,0
35045,4155,"İstanbul, Türkiye",2014-09-01,0,2,3,1583
35046,19249,,2009-07-01,0,5,6,0
35046,19249,"Istanbul, Turkey",2009-07-01,0,5,6,1645
35096,806,,2010-06-01,0,3,6,0
35096,806,"Izmir, Turkey",2010-06-01,0,3,6,426
35249,19249,,2009-07-01,0,4,5,0
35249,19249,"Istanbul, Turkey",2009-07-01,0,4,5,1645
35258,19249,,2009-07-01,0,4,5,0
35258,19249,"Istanbul, Turkey",2009-07-01,0,4,5,1645
35275,13814,"Istanbul, Turkey",2016-06-01,0,4,5,0
35275,13814,"İstanbul, Türkiye",2016-06-01,0,4,5,760
35433,174,İstanbul,2016-07-01,0,1,2,0
35433,174,,2016-07-01,0,1,2,914
35438,3607,"İstanbul, Türkiye",2019-05-01,1,2,4,0
35438,3607,İstanbul,2019-05-01,1,2,4,-120
35503,4484,"Istanbul, Turkey",2002-09-01,0,1,2,0
35503,4484,,2002-09-01,0,1,2,5966
35524,2742,"İstanbul, Türkiye",2017-11-01,0,3,5,0
35524,2742,"Istanbul, Turkey",2017-11-01,0,3,5,426
35756,34,"Ankara, Türkiye",2016-01-01,0,3,5,0
35756,34,"Ankara, Turkey",2016-01-01,0,3,5,943
35802,4484,,2002-09-01,0,1,2,0
35802,4484,"Istanbul, Turkey",2002-09-01,0,1,2,5966
35991,10706,Türkiye,2018-09-01,0,1,2,0
35991,10706,"Istanbul, Turkey",2018-09-01,0,1,2,122
36100,199,Albaraka Türk,2017-12-01,0,3,4,0
36100,199,"Istanbul, Turkey",2017-12-01,0,3,4,396
36273,4686,"Istanbul, Turkey",2012-06-01,0,7,8,0
36273,4686,,2012-06-01,0,7,8,579
36590,1480,"Istanbul, Turkey",2018-09-01,0,2,5,0
36590,1480,,2018-09-01,0,2,5,122
36672,806,,2010-06-01,0,3,6,0
36672,806,"Izmir, Turkey",2010-06-01,0,3,6,426
36739,1480,,2018-09-01,0,2,5,0
36739,1480,"Istanbul, Turkey",2018-09-01,0,2,5,122
36950,1456,,2017-06-01,0,6,7,0
36950,1456,"Istanbul, Turkey",2017-06-01,0,6,7,579
37280,305,"Istanbul, Turkey",2018-06-01,0,1,4,0
37280,305,,2018-06-01,0,1,4,214
37302,8889,Turkey,2016-02-01,0,6,8,0
37302,8889,,2016-02-01,0,6,8,182
37463,1615,"Istanbul, Turkey",2010-12-01,0,9,10,0
37463,1615,,2010-12-01,0,9,10,670
37517,305,"Istanbul, Turkey",2018-06-01,0,1,4,0
37517,305,,2018-06-01,0,1,4,214
37554,1456,,2012-07-01,0,3,5,0
37554,1456,Kıdemli Müdendis,2012-07-01,0,3,5,580
37659,305,,2018-06-01,0,1,4,0
37659,305,"Istanbul, Turkey",2018-06-01,0,1,4,214
37966,439,,2016-05-01,0,2,3,0
37966,439,İstanbul,2016-05-01,0,2,3,975
38233,35,"Istanbul, Turkey",2015-06-01,0,4,6,0
38233,35,,2015-06-01,0,4,6,488
38345,1074,"Izmir, Turkey",2019-05-01,1,2,3,0
38345,1074,"Mesir, Yunusemre, Manisa, Turkey",2019-05-01,1,2,3,-120
38454,944,Sabancı center,1998-09-01,0,2,4,0
38454,944,,1998-09-01,0,2,4,6513
38488,726,"Istanbul, Turkey",2019-08-01,1,2,3,0
38488,726,,2019-08-01,1,2,3,-212
38489,1805,"Istanbul, Turkey",1998-06-01,0,1,2,0
38489,1805,,1998-06-01,0,1,2,7519
38680,14310,,2010-02-01,0,5,7,0
38680,5367,"Istanbul, Turkey",2010-02-01,0,5,7,0
38680,5367,,2010-02-01,0,5,7,0
38680,14310,"Istanbul, Turkey",2010-02-01,0,5,7,699
38737,324,"İstanbul, Türkiye",2014-11-01,0,5,7,0
38737,324,"Istanbul, Turkey",2014-11-01,0,5,7,1522
38944,4209,"Kars, Turkey",2014-01-01,0,1,2,0
38944,4209,"Tekirdag, Turkey",2014-01-01,0,1,2,1826
39220,20621,Kuşadası,2019-07-01,1,1,3,0
39220,20621,,2019-07-01,1,1,3,-181
39236,20621,Kuşadası,2019-07-01,1,1,3,0
39236,20621,,2019-07-01,1,1,3,-181
39428,990,İstanbul Teknopark,2017-01-01,0,3,6,0
39428,990,,2017-01-01,0,3,6,365
39543,20740,"Sakarya, Türkiye",2014-06-01,0,1,2,0
39543,20740,,2014-06-01,0,1,2,1675
39704,19592,"Bağcılar, İstanbul, Türkiye",2019-09-01,1,3,5,0
39704,19592,,2019-09-01,1,3,5,-243
39802,4229,"Istanbul, Turkey",2016-09-01,0,4,6,0
39802,4229,"İstanbul, Türkiye",2016-09-01,0,4,6,426
39882,3260,"İstanbul, Türkiye",2010-01-01,0,5,7,0
39882,3260,,2010-01-01,0,5,7,1004
40248,1549,"Istanbul, Turkey",2013-07-01,0,3,4,0
40248,1549,Network,2013-07-01,0,3,4,184
40382,153,,2008-11-01,0,3,4,0
40382,153,"İstanbul, Türkiye",2008-11-01,0,3,4,2311
40562,2640,,2013-01-01,0,1,2,0
40562,2640,"Istanbul, Turkey",2013-01-01,0,1,2,2191
40571,3451,İstanbul Province,2017-04-01,0,1,2,0
40571,3451,İstanbul,2017-04-01,0,1,2,640
40660,153,"İstanbul, Türkiye",2008-11-01,0,3,4,0
40660,153,,2008-11-01,0,3,4,2311
40767,5283,"Istanbul, Turkey",2014-07-01,0,3,5,0
40767,5283,,2014-07-01,0,3,5,184
40808,6149,,2018-06-01,0,4,5,0
40808,6149,"Maslak Mah., İstanbul, Türkiye",2018-06-01,0,4,5,183
40896,153,"İstanbul, Türkiye",2008-11-01,0,3,4,0
40896,153,,2008-11-01,0,3,4,2311
41006,19911,"Istanbul, Turkey",2016-01-01,0,2,3,0
41006,19911,,2016-01-01,0,2,3,1096
41048,153,"İstanbul, Türkiye",2008-11-01,0,3,4,0
41048,153,,2008-11-01,0,3,4,2311
41733,2363,,2013-12-01,0,1,2,0
41733,2363,"Sakarya, Türkiye",2013-12-01,0,1,2,1857
41774,480,"Sakarya, Turkey",2016-05-01,0,2,3,0
41774,480,Sakarya,2016-05-01,0,2,3,0
41938,1615,"Ataşehir, İstanbul, Türkiye",2016-01-01,0,1,3,0
41938,1615,"İstanbul, Türkiye",2016-01-01,0,1,3,366
42120,1771,"Istanbul, Turkey",2002-08-01,0,1,3,0
42120,1771,Sultanbeyli İstanbul,2002-08-01,0,1,3,884
42157,439,,2019-03-01,1,3,4,0
42157,439,"Istanbul, Turkey",2019-03-01,1,3,4,-59
42169,480,"Sakarya, Turkey",2016-05-01,0,2,3,0
42169,480,Sakarya,2016-05-01,0,2,3,0
42235,1771,Sultanbeyli İstanbul,2002-08-01,0,1,3,0
42235,1771,"Istanbul, Turkey",2002-08-01,0,1,3,884
42488,749,"Istanbul, Turkey",2016-01-01,0,1,3,0
42488,749,Istan,2016-01-01,0,1,3,1096
42654,4209,"Tekirdag, Turkey",2014-01-01,0,1,2,0
42654,4209,"Kars, Turkey",2014-01-01,0,1,2,1826
42753,1525,"Istanbul, Turkey",2011-08-01,0,1,3,0
42753,1525,ümraniye,2011-08-01,0,1,3,2526
42864,1525,ümraniye,2011-08-01,0,1,3,0
42864,1525,"Istanbul, Turkey",2011-08-01,0,1,3,2526
43214,10985,"Izmir, Turkey",2012-08-01,0,1,2,0
43214,10985,"İzmir, Türkiye",2012-08-01,0,1,2,2344
43254,10601,"Izmir, Turkey",2019-09-01,1,6,9,0
43254,10601,Turkey,2019-09-01,1,6,9,-243
43259,7734,"Ankara, Turkey",2017-09-01,0,3,4,0
43259,7734,Turkey,2017-09-01,0,3,4,487
