user_id,language,proficiency
9717,jpn,limited_working
9717,tur,native_or_bilingual
9719,tur,native_or_bilingual
9719,eng,professional_working
9719,deu,elementary
9720,eng,professional_working
9720,i̇şaret dilleri,elementary
9721,tur,native_or_bilingual
9721,eng,full_professional
9722,tur,native_or_bilingual
9722,eng,professional_working
9724,tur,native_or_bilingual
9724,eng,native_or_bilingual
9724,ara,elementary
9727,eng,full_professional
9732,eng,professional_working
9732,deu,elementary
9733,tur,native_or_bilingual
9733,eng,professional_working
9734,eng,professional_working
9734,deu,elementary
9736,eng,full_professional
9737,eng,professional_working
9737,tur,native_or_bilingual
9738,eng,native_or_bilingual
9738,ara,native_or_bilingual
9738,fra,elementary
9738,tur,elementary
9738,jpn,elementary
9743,eng,full_professional
9743,tur,native_or_bilingual
9745,eng,full_professional
9745,rus,native_or_bilingual
9745,tur,full_professional
9745,azerbaijani,native_or_bilingual
9747,tur,native_or_bilingual
9747,eng,professional_working
9749,eng,full_professional
9749,tur,native_or_bilingual
9750,tur,native_or_bilingual
9750,eng,professional_working
9751,tur,native_or_bilingual
9751,eng,professional_working
9752,eng,
9752,deu,elementary
9754,eng,native_or_bilingual
9754,tur,native_or_bilingual
9754,deu,limited_working
9755,eng,professional_working
9756,tur,native_or_bilingual
9756,eng,professional_working
9756,i̇spanyolca,elementary
9758,eng,full_professional
9758,deu,elementary
9758,zho,elementary
9760,tur,native_or_bilingual
9760,eng,professional_working
9760,ara,full_professional
9762,eng,full_professional
9762,tur,native_or_bilingual
9762,fra,limited_working
9764,eng,native_or_bilingual
9764,tur,native_or_bilingual
9764,deu,elementary
9764,jpn,elementary
9765,tur,native_or_bilingual
9765,eng,professional_working
9766,eng,full_professional
9767,tur,native_or_bilingual
9767,eng,native_or_bilingual
9769,eng,professional_working
9769,deu,elementary
9770,eng,
9770,tur,
9771,eng,professional_working
9772,fra,full_professional
9772,eng,full_professional
9772,i̇spanyolca,elementary
9772,deu,elementary
9777,eng,
9777,tur,
9781,eng,professional_working
9782,eng,professional_working
9782,tur,native_or_bilingual
9783,tur,native_or_bilingual
9783,eng,native_or_bilingual
9786,eng,professional_working
9787,tur,
9787,eng,
9788,eng,full_professional
9789,eng,professional_working
9790,tur,
9790,eng,
9791,eng,professional_working
9791,tur,native_or_bilingual
9794,eng,professional_working
9794,tur,native_or_bilingual
9794,deu,elementary
9795,tur,native_or_bilingual
9795,eng,full_professional
9802,tur,native_or_bilingual
9802,eng,professional_working
9802,deu,elementary
9804,eng,full_professional
9804,tur,native_or_bilingual
9804,rus,elementary
9806,rus,elementary
9806,eng,full_professional
9806,tur,native_or_bilingual
9810,tur,native_or_bilingual
9810,eng,professional_working
9811,tur,native_or_bilingual
9811,eng,professional_working
9812,eng,full_professional
9812,tur,native_or_bilingual
9812,fra,elementary
9813,eng,professional_working
9813,tur,native_or_bilingual
9815,eng,limited_working
9815,deu,elementary
9817,tur,native_or_bilingual
9817,eng,professional_working
9817,jpn,limited_working
9818,tur,
9818,eng,professional_working
9819,eng,full_professional
9819,tur,native_or_bilingual
9823,tur,native_or_bilingual
9823,eng,professional_working
9823,ara,limited_working
9824,eng,professional_working
9824,tur,native_or_bilingual
9825,eng,full_professional
9825,deu,elementary
9826,tur,native_or_bilingual
9826,eng,professional_working
9830,eng,full_professional
9830,tur,limited_working
9830,persian,elementary
9831,eng,
9832,deu,limited_working
9832,eng,native_or_bilingual
9832,tur,native_or_bilingual
9832,spa,limited_working
9832,kor,elementary
9834,eng,professional_working
9834,tur,native_or_bilingual
9834,deu,elementary
9835,tur,native_or_bilingual
9835,eng,professional_working
9835,deu,elementary
9838,eng,limited_working
9840,tur,full_professional
9840,eng,professional_working
9842,eng,professional_working
9843,tur,native_or_bilingual
9843,eng,professional_working
9849,eng,native_or_bilingual
9849,tur,native_or_bilingual
9852,eng,professional_working
9852,tur,native_or_bilingual
9853,eng,
9855,tur,native_or_bilingual
9855,eng,full_professional
9860,eng,full_professional
9860,jpn,elementary
9861,eng,professional_working
9861,deu,elementary
9861,tur,native_or_bilingual
9863,tur,native_or_bilingual
9863,deu,limited_working
9863,eng,full_professional
9865,eng,professional_working
9867,eng,professional_working
9867,tur,native_or_bilingual
9867,deu,full_professional
9869,tur,native_or_bilingual
9869,eng,native_or_bilingual
9871,eng,native_or_bilingual
9872,eng,professional_working
9872,i̇spanyolca,elementary
9873,eng,full_professional
9873,deu,limited_working
9873,tur,native_or_bilingual
9875,eng,full_professional
9875,deu,limited_working
9875,azerbaijani,native_or_bilingual
9875,tur,native_or_bilingual
9875,fra,limited_working
9877,tur,native_or_bilingual
9877,eng,professional_working
9877,deu,elementary
9878,eng,professional_working
9879,eng,native_or_bilingual
9879,i̇spanyolca,elementary
9879,i̇talyanca,elementary
9880,tur,native_or_bilingual
9880,eng,professional_working
9882,eng,
9884,tur,native_or_bilingual
9884,eng,professional_working
9884,deu,elementary
9885,tur,
9885,eng,
9886,tur,native_or_bilingual
9886,eng,professional_working
9887,eng,professional_working
9888,tur,native_or_bilingual
9888,tur,elementary
9888,eng,professional_working
9889,tur,native_or_bilingual
9889,eng,professional_working
9892,tur,native_or_bilingual
9892,eng,professional_working
9894,eng,
9896,eng,professional_working
9897,eng,professional_working
9899,eng,professional_working
9900,eng,full_professional
9901,tur,native_or_bilingual
9901,eng,full_professional
9903,tur,native_or_bilingual
9903,eng,professional_working
9904,eng,full_professional
9904,tur,native_or_bilingual
9905,eng,professional_working
9906,eng,professional_working
9907,tur,
9907,eng,
9907,fra,
9909,eng,professional_working
9909,i̇spanyolca,limited_working
9909,deu,limited_working
9910,ara,native_or_bilingual
9910,eng,professional_working
9910,tur,limited_working
9912,eng,full_professional
9912,tur,native_or_bilingual
9912,jpn,elementary
9913,tur,native_or_bilingual
9913,eng,professional_working
9913,deu,elementary
9914,eng,
9916,eng,native_or_bilingual
9916,deu,elementary
9916,tur,native_or_bilingual
9917,tur,native_or_bilingual
9917,eng,professional_working
9918,eng,professional_working
9919,fra,
9919,eng,professional_working
9920,eng,professional_working
9920,deu,elementary
9920,ita,elementary
9920,tur,native_or_bilingual
9923,eng,full_professional
9923,tur,native_or_bilingual
9924,tur,native_or_bilingual
9924,eng,professional_working
9925,tur,
9925,eng,
9926,tur,native_or_bilingual
9926,eng,professional_working
9926,lithuanian,elementary
9927,eng,professional_working
9927,deu,elementary
9928,tur,native_or_bilingual
9928,deu,full_professional
9928,eng,full_professional
9929,tur,native_or_bilingual
9929,eng,professional_working
9930,eng,full_professional
9931,eng,
9931,tur,
9932,eng,limited_working
9934,eng,native_or_bilingual
9934,deu,limited_working
9935,eng,limited_working
9936,eng,native_or_bilingual
9936,tur,native_or_bilingual
9938,deu,elementary
9938,eng,full_professional
9939,eng,professional_working
9939,deu,elementary
9939,tur,native_or_bilingual
9940,tur,
9940,eng,
9941,tur,native_or_bilingual
9941,eng,professional_working
9942,eng,professional_working
9943,eng,professional_working
9943,tur,native_or_bilingual
9943,deu,full_professional
9944,eng,native_or_bilingual
9947,tur,native_or_bilingual
9947,eng,professional_working
9947,deu,elementary
9949,tur,
9949,eng,
9950,eng,native_or_bilingual
9950,i̇spanyolca,elementary
9950,i̇talyanca,elementary
9951,tur,
9951,eng,
9954,eng,full_professional
9954,jpn,elementary
9956,ara,
9956,tur,
9956,eng,
9958,tur,native_or_bilingual
9958,eng,professional_working
9959,eng,
9959,tur,native_or_bilingual
9962,eng,native_or_bilingual
9962,ara,native_or_bilingual
9962,fra,elementary
9962,tur,elementary
9962,jpn,elementary
9964,tur,native_or_bilingual
9964,eng,professional_working
9964,deu,elementary
9966,eng,native_or_bilingual
9967,tur,native_or_bilingual
9967,eng,native_or_bilingual
9968,eng,professional_working
9969,tur,native_or_bilingual
9969,eng,native_or_bilingual
9970,tur,native_or_bilingual
9970,eng,professional_working
9972,eng,native_or_bilingual
9974,tur,native_or_bilingual
9974,eng,professional_working
9974,deu,elementary
9975,tur,native_or_bilingual
9975,eng,professional_working
9976,tur,native_or_bilingual
9976,eng,professional_working
9977,eng,professional_working
9978,eng,professional_working
9980,eng,professional_working
9981,eng,full_professional
9981,deu,limited_working
9982,tur,native_or_bilingual
9982,eng,professional_working
9984,eng,full_professional
9984,spa,elementary
9984,tur,native_or_bilingual
9985,eng,full_professional
9985,deu,limited_working
9985,tur,native_or_bilingual
9989,tur,native_or_bilingual
9989,eng,professional_working
9991,eng,professional_working
9991,tur,native_or_bilingual
9991,deu,full_professional
9993,eng,
9993,tur,native_or_bilingual
9994,eng,professional_working
9996,eng,professional_working
9997,eng,
9998,eng,professional_working
9999,eng,full_professional
9999,spa,elementary
9999,tur,native_or_bilingual
10000,eng,full_professional
10002,eng,full_professional
10002,deu,limited_working
10004,ara,
10004,tur,
10004,eng,
10005,tur,native_or_bilingual
10005,eng,native_or_bilingual
10007,eng,professional_working
10008,tur,
10008,eng,
10009,eng,professional_working
10009,tur,native_or_bilingual
10009,deu,full_professional
10010,tur,native_or_bilingual
10010,eng,full_professional
10011,tur,native_or_bilingual
10011,eng,limited_working
10012,tur,native_or_bilingual
10012,eng,professional_working
10013,eng,professional_working
10014,eng,native_or_bilingual
10017,eng,full_professional
10017,deu,limited_working
10017,azerbaijani,native_or_bilingual
10017,tur,native_or_bilingual
10017,fra,limited_working
10018,eng,professional_working
10020,eng,native_or_bilingual
10020,tur,native_or_bilingual
10021,eng,professional_working
10023,tur,native_or_bilingual
10023,eng,professional_working
10023,fra,elementary
10026,eng,native_or_bilingual
10026,deu,limited_working
10033,tur,native_or_bilingual
10033,eng,full_professional
10034,eng,full_professional
10034,tur,native_or_bilingual
10035,eng,professional_working
10036,tur,native_or_bilingual
10036,eng,full_professional
10036,deu,elementary
10037,eng,professional_working
10037,urdu,native_or_bilingual
10037,tur,elementary
10038,eng,native_or_bilingual
10038,tur,native_or_bilingual
10039,tur,native_or_bilingual
10039,eng,professional_working
10040,eng,native_or_bilingual
10040,deu,elementary
10042,tur,native_or_bilingual
10042,eng,full_professional
10044,eng,professional_working
10044,deu,limited_working
10046,eng,professional_working
10047,eng,professional_working
10048,tur,native_or_bilingual
10048,eng,full_professional
10049,eng,professional_working
10051,eng,professional_working
10051,tur,native_or_bilingual
10052,eng,limited_working
10052,deu,limited_working
10052,tur,native_or_bilingual
10053,ara,native_or_bilingual
10053,tur,full_professional
10053,eng,professional_working
10054,tur,native_or_bilingual
10054,eng,native_or_bilingual
10054,rus,elementary
10057,eng,professional_working
10057,tur,native_or_bilingual
10058,eng,professional_working
10061,eng,professional_working
10061,tur,native_or_bilingual
10065,eng,professional_working
10067,eng,
10069,eng,professional_working
10070,tur,
10070,eng,
10072,eng,professional_working
10073,eng,full_professional
10073,rus,elementary
10073,i̇talyanca,elementary
10073,tur,native_or_bilingual
10075,eng,professional_working
10077,tur,native_or_bilingual
10077,eng,professional_working
10078,tur,native_or_bilingual
10078,eng,professional_working
10078,deu,elementary
10079,eng,professional_working
10079,kor,limited_working
10079,rus,elementary
10080,eng,professional_working
10080,tur,native_or_bilingual
10081,tur,native_or_bilingual
10081,eng,full_professional
10081,deu,professional_working
10082,eng,professional_working
10083,eng,professional_working
10085,tur,native_or_bilingual
10085,eng,professional_working
10087,eng,professional_working
10088,eng,professional_working
10088,deu,limited_working
10088,tur,native_or_bilingual
10089,eng,native_or_bilingual
10089,tur,native_or_bilingual
10090,eng,full_professional
10090,deu,elementary
10093,eng,professional_working
10093,tur,native_or_bilingual
10095,eng,limited_working
10100,eng,full_professional
10100,deu,elementary
10100,tur,native_or_bilingual
10101,tur,native_or_bilingual
10101,eng,professional_working
10102,eng,full_professional
10102,azerice,native_or_bilingual
10102,rus,limited_working
10105,eng,professional_working
10108,tur,native_or_bilingual
10108,eng,professional_working
10108,deu,elementary
10110,eng,full_professional
10110,tur,full_professional
10110,fra,elementary
10111,tur,
10111,eng,
10112,tur,native_or_bilingual
10112,eng,professional_working
10113,tur,native_or_bilingual
10113,eng,native_or_bilingual
10113,jpn,native_or_bilingual
10115,eng,native_or_bilingual
10115,ara,native_or_bilingual
10115,tur,limited_working
10115,fra,elementary
10116,tur,native_or_bilingual
10116,eng,professional_working
10116,jpn,elementary
10120,tur,
10120,eng,
10121,eng,full_professional
10121,tur,native_or_bilingual
10121,deu,elementary
10123,eng,professional_working
10125,eng,professional_working
10125,spa,limited_working
10125,tur,native_or_bilingual
10129,tur,native_or_bilingual
10129,eng,limited_working
10130,eng,professional_working
10131,eng,professional_working
10133,tur,native_or_bilingual
10133,spa,professional_working
10133,eng,professional_working
10135,tur,
10135,eng,
10136,tur,native_or_bilingual
10136,eng,limited_working
10137,eng,full_professional
10137,tur,full_professional
10137,persian,native_or_bilingual
10137,ita,limited_working
10137,deu,elementary
10139,eng,limited_working
10139,tur,native_or_bilingual
10140,eng,native_or_bilingual
10140,fra,professional_working
10140,gre,elementary
10140,i̇talyanca,limited_working
10140,deu,limited_working
10141,tur,native_or_bilingual
10141,eng,limited_working
10144,eng,full_professional
10144,deu,professional_working
10144,tur,native_or_bilingual
10145,eng,professional_working
10146,tur,native_or_bilingual
10146,deu,professional_working
10146,eng,full_professional
10147,tur,
10147,eng,
10148,eng,professional_working
10150,eng,full_professional
10154,eng,
10154,tur,
10155,eng,full_professional
10157,eng,professional_working
10158,tur,native_or_bilingual
10158,eng,professional_working
10158,i̇talyanca,elementary
10159,tur,native_or_bilingual
10159,eng,professional_working
10160,eng,professional_working
10160,tur,native_or_bilingual
10161,tur,native_or_bilingual
10161,eng,professional_working
10164,tur,
10164,eng,
10165,tur,native_or_bilingual
10165,eng,professional_working
10166,tur,native_or_bilingual
10166,eng,professional_working
10166,fra,elementary
10168,eng,full_professional
10169,eng,professional_working
10169,i̇spanyolca,elementary
10170,tur,native_or_bilingual
10170,eng,professional_working
10171,eng,full_professional
10171,fra,elementary
10172,eng,professional_working
10172,i̇spanyolca,elementary
10172,tur,native_or_bilingual
10175,tur,
10175,eng,
10176,tur,native_or_bilingual
10176,eng,full_professional
10177,tur,native_or_bilingual
10177,eng,full_professional
10179,tur,native_or_bilingual
10179,eng,professional_working
10181,eng,
10182,eng,professional_working
10183,eng,
10184,ara,native_or_bilingual
10184,eng,full_professional
10184,tur,limited_working
10187,tur,
10187,eng,full_professional
10188,eng,professional_working
10188,i̇talyanca,elementary
10188,tur,native_or_bilingual
10190,eng,limited_working
10193,eng,full_professional
10193,tur,native_or_bilingual
10194,tur,native_or_bilingual
10194,eng,professional_working
10196,eng,professional_working
10196,urdu,full_professional
10196,punjabi,full_professional
10197,eng,full_professional
10197,deu,elementary
10197,spa,elementary
10198,eng,professional_working
10199,tur,native_or_bilingual
10199,eng,full_professional
10199,deu,limited_working
10200,tur,native_or_bilingual
10200,eng,professional_working
10200,deu,elementary
10201,eng,professional_working
10201,deu,elementary
10202,eng,full_professional
10202,tur,native_or_bilingual
10203,tur,
10203,eng,
10204,eng,full_professional
10204,tur,native_or_bilingual
10204,deu,elementary
10205,eng,professional_working
10205,tur,native_or_bilingual
10205,deu,full_professional
10206,tur,native_or_bilingual
10206,eng,professional_working
10207,ara,native_or_bilingual
10207,eng,professional_working
10207,tur,limited_working
10207,fra,elementary
10212,eng,full_professional
10214,eng,professional_working
10215,eng,professional_working
10215,deutsch,elementary
10215,spa,elementary
10215,tur,native_or_bilingual
10216,eng,native_or_bilingual
10219,eng,full_professional
10219,tur,native_or_bilingual
10220,eng,professional_working
10220,rus,elementary
10221,eng,professional_working
10221,ara,limited_working
10222,eng,
10222,tur,native_or_bilingual
10223,tur,native_or_bilingual
10223,eng,professional_working
10225,tur,native_or_bilingual
10225,eng,professional_working
10226,tur,
10226,eng,
10227,tur,native_or_bilingual
10227,eng,professional_working
10230,tur,native_or_bilingual
10230,eng,full_professional
10230,rus,limited_working
10232,eng,professional_working
10233,tur,native_or_bilingual
10233,eng,full_professional
10233,deu,limited_working
10234,eng,native_or_bilingual
10234,fra,elementary
10235,ara,
10235,tur,
10235,eng,
10237,eng,
10238,tur,native_or_bilingual
10238,eng,full_professional
10239,eng,
10239,deu,
10240,tur,native_or_bilingual
10240,eng,full_professional
10240,fra,elementary
10241,eng,limited_working
10242,eng,
10243,eng,full_professional
10243,deu,elementary
10244,tur,native_or_bilingual
10244,eng,professional_working
10245,eng,full_professional
10245,tur,native_or_bilingual
10247,eng,
10248,deu,limited_working
10248,eng,native_or_bilingual
10249,eng,professional_working
10249,tur,native_or_bilingual
10251,tur,native_or_bilingual
10251,eng,full_professional
10252,tur,native_or_bilingual
10252,eng,professional_working
10253,eng,professional_working
10253,tur,native_or_bilingual
10253,ara,limited_working
10253,tur,limited_working
10254,eng,
10254,zho,
10256,eng,professional_working
10256,urdu,full_professional
10256,punjabi,full_professional
10258,eng,
10259,eng,professional_working
10260,eng,
10261,eng,limited_working
10262,eng,
10263,eng,
10264,eng,
10266,eng,full_professional
10266,tur,native_or_bilingual
10268,tur,native_or_bilingual
10268,eng,limited_working
10269,tur,full_professional
10269,ara,professional_working
10269,eng,limited_working
10270,eng,professional_working
10271,tur,native_or_bilingual
10271,eng,full_professional
10272,eng,full_professional
10273,eng,full_professional
10273,tur,native_or_bilingual
10273,romanian,limited_working
10275,eng,professional_working
10275,tur,native_or_bilingual
10277,tur,native_or_bilingual
10277,eng,professional_working
10278,eng,full_professional
10278,tur,native_or_bilingual
10280,eng,full_professional
10280,ara,native_or_bilingual
10280,tur,full_professional
10281,tur,
10281,eng,
10282,tur,
10282,eng,
10283,tur,native_or_bilingual
10283,eng,professional_working
10283,i̇talyanca,limited_working
10283,fra,elementary
10283,deu,elementary
10285,tur,native_or_bilingual
10285,eng,professional_working
10286,tur,
10286,eng,
10287,tur,native_or_bilingual
10287,eng,professional_working
10289,tur,native_or_bilingual
10289,eng,professional_working
10290,deu,elementary
10290,tur,elementary
10290,eng,professional_working
10290,tur,native_or_bilingual
10290,ara,elementary
10291,eng,
10292,eng,professional_working
10292,deu,elementary
10292,tur,native_or_bilingual
10293,eng,
10294,tur,native_or_bilingual
10294,eng,professional_working
10295,tur,native_or_bilingual
10295,eng,professional_working
10297,zho,elementary
10297,eng,professional_working
10298,tur,native_or_bilingual
10298,eng,professional_working
10298,deu,elementary
10301,eng,professional_working
10301,tur,native_or_bilingual
10301,deu,full_professional
10303,tur,native_or_bilingual
10303,eng,full_professional
10303,deu,elementary
10306,tur,native_or_bilingual
10306,eng,professional_working
10310,eng,native_or_bilingual
10313,eng,professional_working
10313,fra,elementary
10315,tur,native_or_bilingual
10315,eng,native_or_bilingual
10315,ita,elementary
10316,eng,
10317,eng,
10320,eng,full_professional
10320,tur,native_or_bilingual
10320,deu,elementary
10321,eng,professional_working
10322,tur,native_or_bilingual
10322,eng,professional_working
10323,eng,full_professional
10323,tur,native_or_bilingual
10325,deu,professional_working
10325,eng,full_professional
10327,eng,professional_working
10327,tur,native_or_bilingual
10327,deu,full_professional
10328,eng,
10328,tur,native_or_bilingual
10329,ara,
10329,tur,
10329,eng,
10330,tur,native_or_bilingual
10330,spa,professional_working
10330,eng,professional_working
10331,eng,professional_working
10333,eng,native_or_bilingual
10334,eng,professional_working
10334,tur,native_or_bilingual
10334,deu,full_professional
10335,eng,full_professional
10335,tur,full_professional
10335,persian,native_or_bilingual
10335,ita,limited_working
10335,deu,elementary
10336,tur,native_or_bilingual
10336,eng,full_professional
10336,deu,elementary
10337,tur,native_or_bilingual
10337,eng,professional_working
10338,eng,full_professional
10338,deu,elementary
10338,spa,elementary
10339,tur,native_or_bilingual
10339,eng,full_professional
10339,deu,elementary
10340,rus,elementary
10340,deu,limited_working
10340,eng,full_professional
10340,tur,native_or_bilingual
10341,eng,native_or_bilingual
10343,eng,limited_working
10344,eng,professional_working
10345,eng,professional_working
10345,tur,native_or_bilingual
10346,tur,native_or_bilingual
10346,eng,professional_working
10347,eng,professional_working
10348,eng,full_professional
10349,eng,professional_working
10351,tur,native_or_bilingual
10351,eng,professional_working
10353,eng,professional_working
10353,deu,limited_working
10354,eng,full_professional
10354,fra,elementary
10355,tur,native_or_bilingual
10355,eng,full_professional
10355,deu,limited_working
10357,tur,native_or_bilingual
10357,eng,professional_working
10359,eng,full_professional
10359,deu,elementary
10359,tur,native_or_bilingual
10360,tur,native_or_bilingual
10360,eng,full_professional
10360,deu,elementary
10361,eng,professional_working
10361,tur,native_or_bilingual
10361,deu,elementary
10362,deu,elementary
10362,eng,professional_working
10362,tur,native_or_bilingual
10367,eng,professional_working
10367,tur,native_or_bilingual
10372,tur,native_or_bilingual
10372,eng,professional_working
10375,tur,native_or_bilingual
10375,eng,full_professional
10376,eng,professional_working
10376,tur,native_or_bilingual
10378,tur,
10378,eng,
10380,eng,professional_working
10383,tur,native_or_bilingual
10383,eng,professional_working
10383,spa,elementary
10384,tur,native_or_bilingual
10384,eng,full_professional
10385,tur,native_or_bilingual
10385,eng,professional_working
10385,deu,elementary
10387,tur,native_or_bilingual
10387,eng,limited_working
10388,eng,full_professional
10390,eng,professional_working
10390,deu,elementary
10391,eng,professional_working
10391,tur,native_or_bilingual
10392,eng,professional_working
10394,eng,
10395,eng,professional_working
10396,tur,native_or_bilingual
10396,eng,professional_working
10397,tur,native_or_bilingual
10397,eng,native_or_bilingual
10398,eng,professional_working
10399,eng,professional_working
10400,eng,full_professional
10400,tur,native_or_bilingual
10402,eng,full_professional
10403,tur,native_or_bilingual
10403,eng,full_professional
10407,eng,
10408,eng,full_professional
10409,tur,native_or_bilingual
10409,eng,professional_working
10409,fra,elementary
10410,tur,native_or_bilingual
10410,eng,professional_working
10410,spa,elementary
10411,eng,elementary
10412,eng,native_or_bilingual
10412,fra,elementary
10415,eng,professional_working
10415,spa,elementary
10416,eng,limited_working
10417,tur,native_or_bilingual
10417,eng,full_professional
10417,ita,limited_working
10419,tur,native_or_bilingual
10419,eng,professional_working
10420,eng,professional_working
10421,tur,native_or_bilingual
10421,eng,full_professional
10421,deu,elementary
10421,spa,elementary
10422,eng,professional_working
10423,eng,professional_working
10423,tur,native_or_bilingual
10423,deu,elementary
10424,tur,native_or_bilingual
10424,eng,professional_working
10425,eng,professional_working
10426,eng,full_professional
10426,deu,professional_working
10426,zho,elementary
10427,eng,professional_working
10428,fra,
10428,eng,
10429,eng,full_professional
10429,tur,native_or_bilingual
10433,tur,
10433,eng,
10435,ara,full_professional
10435,eng,professional_working
10438,tur,native_or_bilingual
10438,eng,native_or_bilingual
10439,eng,
10440,eng,full_professional
10440,deu,elementary
10442,eng,professional_working
10442,tur,native_or_bilingual
10442,deu,elementary
10445,eng,
10446,tur,native_or_bilingual
10446,eng,professional_working
10447,eng,professional_working
10447,deu,elementary
10447,gre,elementary
10447,tur,
10449,eng,full_professional
10449,tur,native_or_bilingual
10450,eng,professional_working
10452,eng,professional_working
10452,deu,elementary
10452,fra,elementary
10452,tur,native_or_bilingual
10453,tur,native_or_bilingual
10453,eng,full_professional
10456,tur,native_or_bilingual
10456,eng,full_professional
10456,rus,elementary
10457,eng,professional_working
10457,urdu,full_professional
10457,punjabi,full_professional
10460,eng,full_professional
10460,tur,native_or_bilingual
10460,rus,elementary
10461,eng,professional_working
10461,tur,limited_working
10462,tur,native_or_bilingual
10462,eng,full_professional
10462,deu,limited_working
10463,eng,professional_working
10463,deu,elementary
10463,gre,elementary
10463,tur,
10464,eng,professional_working
10465,eng,professional_working
10466,tur,native_or_bilingual
10466,eng,full_professional
10466,fra,elementary
10467,eng,
10468,tur,native_or_bilingual
10468,eng,professional_working
10469,eng,
10471,eng,full_professional
10472,tur,native_or_bilingual
10472,eng,full_professional
10472,spa,elementary
10474,eng,full_professional
10474,deu,professional_working
10474,zho,elementary
10475,eng,native_or_bilingual
10476,eng,full_professional
10477,tur,native_or_bilingual
10477,eng,full_professional
10478,eng,
10479,eng,full_professional
10481,tur,native_or_bilingual
10481,eng,professional_working
10483,tur,native_or_bilingual
10483,deu,limited_working
10483,eng,full_professional
10484,tur,native_or_bilingual
10484,eng,professional_working
10485,ara,native_or_bilingual
10485,eng,native_or_bilingual
10485,tur,limited_working
10486,eng,full_professional
10486,i̇spanyolca,limited_working
10487,tur,native_or_bilingual
10487,eng,professional_working
10488,tur,native_or_bilingual
10488,eng,professional_working
10489,eng,professional_working
10489,deu,elementary
10489,türk i̇şaret dili,elementary
10490,tur,native_or_bilingual
10490,eng,professional_working
10490,latince,limited_working
10490,i̇talyanca,elementary
10491,tur,native_or_bilingual
10491,eng,professional_working
10492,tur,native_or_bilingual
10492,eng,professional_working
10493,tur,
10493,eng,professional_working
10493,deu,limited_working
10494,eng,full_professional
10494,tur,native_or_bilingual
10495,eng,
10495,i̇talyanca,elementary
10495,i̇spanyolca,elementary
10498,tur,
10498,eng,professional_working
10499,eng,full_professional
10500,eng,limited_working
10501,eng,professional_working
10502,tur,native_or_bilingual
10502,deu,limited_working
10502,eng,full_professional
10507,tur,native_or_bilingual
10507,eng,professional_working
10509,tur,
10509,eng,
10509,fra,
10510,tur,native_or_bilingual
10510,eng,professional_working
10511,eng,full_professional
10511,deu,limited_working
10511,tur,native_or_bilingual
10513,eng,full_professional
10513,deu,elementary
10513,spa,elementary
10513,dutch,elementary
10514,eng,
10515,tur,native_or_bilingual
10515,eng,full_professional
10515,fra,elementary
10515,ita,elementary
10516,tur,
10516,eng,
10518,tur,native_or_bilingual
10518,eng,professional_working
10520,tur,native_or_bilingual
10520,eng,professional_working
10520,rus,elementary
10522,tur,native_or_bilingual
10522,eng,full_professional
10523,tur,
10523,eng,professional_working
10524,eng,full_professional
10526,eng,limited_working
10528,eng,professional_working
10528,tur,native_or_bilingual
10528,deu,elementary
10529,tur,native_or_bilingual
10529,eng,full_professional
10530,tur,native_or_bilingual
10530,eng,professional_working
10532,tur,native_or_bilingual
10532,eng,
10533,eng,full_professional
10533,deu,limited_working
10533,tur,native_or_bilingual
10534,tur,
10534,eng,professional_working
10535,tur,
10535,eng,
10536,tur,
10536,jpn,limited_working
10536,eng,
10538,tur,
10538,eng,
10539,eng,professional_working
10540,eng,
10541,eng,full_professional
10541,tur,native_or_bilingual
10542,tur,native_or_bilingual
10542,eng,professional_working
10542,deu,limited_working
10543,eng,full_professional
10544,eng,limited_working
10545,eng,
10547,eng,professional_working
10547,i̇talyanca,elementary
10547,tur,native_or_bilingual
10549,eng,native_or_bilingual
10549,tur,native_or_bilingual
10549,ara,
10550,eng,full_professional
10550,jpn,elementary
10550,deu,elementary
10555,tur,native_or_bilingual
10555,eng,professional_working
10557,ara,native_or_bilingual
10557,eng,native_or_bilingual
10557,tur,limited_working
10559,tur,native_or_bilingual
10559,spa,professional_working
10559,eng,professional_working
10562,tur,native_or_bilingual
10562,eng,professional_working
10563,tur,
10563,eng,
10564,eng,
10565,tur,native_or_bilingual
10565,eng,professional_working
10566,tur,native_or_bilingual
10566,eng,professional_working
10566,deutsch,elementary
10566,português,elementary
10567,eng,native_or_bilingual
10567,rus,elementary
10568,eng,professional_working
10571,eng,full_professional
10572,eng,full_professional
10572,deu,elementary
10572,tur,native_or_bilingual
10574,tur,native_or_bilingual
10574,eng,professional_working
10575,eng,professional_working
10576,deu,elementary
10576,eng,professional_working
10577,tur,native_or_bilingual
10577,eng,professional_working
10578,eng,
10578,deu,
10578,spa,
10579,eng,
10580,eng,full_professional
10582,eng,professional_working
10584,eng,professional_working
10584,deutsch,elementary
10585,eng,professional_working
10585,tur,native_or_bilingual
10587,eng,full_professional
10587,ara,native_or_bilingual
10587,tur,native_or_bilingual
10587,fra,elementary
10588,eng,
10590,eng,professional_working
10590,spa,elementary
10591,tur,
10591,eng,professional_working
10592,eng,full_professional
10592,tur,native_or_bilingual
10594,eng,full_professional
10594,i̇spanyolca,elementary
10594,rus,elementary
10596,tur,native_or_bilingual
10596,eng,professional_working
10597,tur,native_or_bilingual
10597,eng,full_professional
10598,eng,
