user_id,education_level,fields_of_study,education_count,attended_university,different_university_count,recent_study_label
14445,other,it,2,1,2,0
14446,bachelor,it,1,1,1,0
14447,other,it,1,1,1,0
14448,other,other,3,1,2,0
14449,master,it,5,1,5,0
14450,other,business,2,1,2,0
14451,bachelor,it,1,1,1,0
14452,other,it,2,1,2,0
14453,other,it,1,1,1,0
14454,other,other,1,1,1,0
14455,other,it,3,1,3,0
14456,other,it,1,1,1,0
14457,other,it,1,1,1,0
14458,other,it,1,1,1,0
14459,other,it,1,1,1,0
14460,master,it,5,1,5,0
14461,other,it,2,1,2,0
14462,master,it,2,1,2,0
14463,other,it,1,1,1,0
14464,other,other,1,1,1,0
14465,bachelor,other,3,0,3,0
14466,other,it,2,1,2,0
14467,bachelor,it,3,1,3,0
14468,bachelor,business,2,1,2,0
14469,bachelor,it,1,1,1,0
14470,bachelor,it,2,1,2,0
14471,master,other,2,1,2,0
14472,other,it,1,1,1,0
14473,other,it,1,1,1,0
14474,bachelor,business,3,1,3,0
14475,other,it,3,1,3,0
14476,master,it,2,1,2,0
14477,other,it,1,1,1,0
14478,bachelor,it,2,1,2,0
14479,other,it,3,1,3,0
14480,bachelor,other,4,1,4,0
14481,other,it,1,1,1,0
14482,other,it,2,1,1,0
14483,master,it,2,1,2,0
14484,bachelor,it,1,1,1,0
14485,master,other,2,1,2,0
14486,other,other,1,1,1,0
14487,bachelor,other,2,1,2,0
14488,other,other,1,1,1,0
14489,master,it,4,1,4,0
14490,other,it,1,1,1,0
14491,bachelor,it,1,1,1,0
14492,master,it,3,1,3,0
14493,other,business,2,1,2,0
14494,other,other,3,1,3,0
14495,bachelor,it,1,1,1,0
14496,bachelor,it,1,1,1,0
14497,master,it,3,1,3,0
14498,other,business,2,1,2,0
14499,other,it,1,1,1,0
14500,other,business,2,1,2,0
14501,bachelor,it,3,1,3,0
14502,other,it,3,1,3,0
14503,other,other,3,1,3,0
14504,other,other,2,1,2,0
14505,master,it,5,1,5,0
14506,master,business,2,1,2,0
14507,other,other,2,1,2,0
14508,master,it,4,1,4,0
14509,bachelor,other,3,0,3,0
14510,master,other,1,1,1,0
14511,bachelor,business,3,1,3,0
14512,master,it,3,1,3,0
14513,master,it,3,1,3,0
14514,master,it,4,1,4,0
14515,bachelor,it,1,1,1,0
14516,bachelor,it,1,1,1,0
14517,other,it,3,1,3,0
14518,bachelor,it,1,1,1,0
14519,other,it,1,1,1,0
14520,other,it,1,1,1,0
14521,other,it,1,1,1,0
14522,bachelor,it,1,1,1,0
14523,bachelor,it,2,1,2,0
14524,bachelor,it,3,1,2,0
14525,other,it,2,1,2,0
14526,other,it,2,1,2,0
14527,bachelor,it,2,1,2,0
14528,bachelor,it,2,1,2,1
14529,bachelor,business,3,1,3,0
14530,bachelor,it,2,1,2,1
14531,other,it,1,1,1,0
14532,bachelor,it,1,1,1,0
14533,other,other,1,1,1,0
14534,other,it,1,1,1,1
14535,other,other,1,1,1,0
14536,other,it,2,1,2,0
14537,bachelor,other,2,1,1,0
14538,master,it,2,1,2,1
14539,other,it,2,1,2,0
14540,bachelor,other,2,1,2,0
14541,other,it,2,1,2,0
14542,bachelor,it,1,1,1,0
14543,other,other,2,1,2,0
14544,other,it,1,1,1,0
14545,master,it,4,1,4,0
14546,bachelor,it,3,1,3,1
14547,bachelor,it,2,1,2,0
14548,bachelor,it,1,1,1,0
14549,bachelor,it,2,1,2,0
14550,bachelor,it,1,1,1,0
14551,master,it,2,1,2,0
14552,bachelor,it,2,1,2,0
14553,other,it,1,1,1,0
14554,other,it,1,1,1,0
14555,other,it,2,1,2,0
14556,other,it,1,1,1,0
14557,other,other,1,1,1,0
14558,master,it,2,1,1,0
14559,bachelor,it,1,1,1,0
14560,bachelor,it,2,1,2,0
14561,bachelor,it,3,1,3,0
14562,other,other,1,1,1,0
14563,bachelor,other,2,1,1,0
14564,bachelor,it,1,1,1,0
14565,bachelor,it,2,1,2,0
14566,bachelor,it,2,1,2,0
14567,bachelor,it,2,1,2,0
14568,other,it,2,1,2,0
14569,bachelor,other,1,1,1,0
14570,bachelor,it,3,1,3,0
14571,bachelor,it,1,1,1,0
14572,master,other,2,1,2,0
14573,other,it,1,1,1,0
14574,other,it,1,1,1,0
14575,other,business,2,1,2,0
14576,other,it,1,1,1,0
14577,other,it,1,1,1,0
14578,bachelor,it,1,1,1,0
14579,master,it,4,1,3,0
14580,bachelor,it,1,1,1,0
14581,other,other,1,1,1,0
14582,bachelor,it,1,1,1,0
14583,bachelor,it,1,1,1,0
14584,bachelor,it,4,1,2,1
14585,bachelor,it,1,1,1,0
14586,bachelor,it,2,1,1,0
14587,other,it,1,1,1,0
14588,other,it,1,1,1,0
14589,master,it,3,1,3,0
14590,other,other,3,1,3,0
14591,master,it,3,1,3,0
14592,bachelor,it,1,1,1,0
14593,bachelor,other,1,1,1,0
14594,master,it,3,1,1,0
14595,other,other,1,1,1,0
14596,bachelor,it,4,1,4,0
14597,bachelor,it,2,1,2,0
14598,other,it,5,1,4,0
14599,bachelor,it,1,1,1,0
14600,other,it,1,1,1,0
14601,other,it,1,1,1,0
14602,bachelor,it,1,1,1,0
14603,master,other,2,1,2,0
14604,bachelor,it,1,1,1,0
14605,master,it,2,1,2,0
14606,master,it,3,1,3,1
14607,master,business,5,1,5,0
14608,bachelor,it,2,1,2,0
14609,other,other,2,0,2,0
14610,master,other,2,1,2,0
14611,other,it,2,1,2,0
14612,other,it,1,1,1,0
14613,master,it,2,1,2,0
14614,bachelor,it,1,1,1,0
14615,other,other,2,1,2,0
14616,other,it,1,1,1,0
14617,master,other,4,1,3,0
14618,master,it,2,1,2,0
14619,other,it,2,1,2,0
14620,other,it,2,1,2,0
14621,other,it,2,1,2,0
14622,other,it,1,1,1,0
14623,bachelor,it,1,1,1,0
14624,other,it,1,1,1,0
14625,master,it,2,1,2,0
14626,other,it,1,1,1,0
14627,master,other,2,1,2,0
14628,bachelor,it,2,1,2,0
14629,other,it,1,1,1,0
14630,other,it,1,1,1,0
14631,other,it,4,1,3,0
14632,other,it,2,1,2,0
14633,other,other,1,1,1,0
14634,other,it,1,1,1,0
14635,bachelor,other,1,1,1,0
14636,other,business,2,1,2,0
14637,other,other,1,1,1,0
14638,bachelor,it,1,1,1,0
14639,master,it,3,1,1,0
14640,bachelor,it,1,1,1,0
14641,other,other,3,1,3,0
14642,other,it,1,1,1,0
14643,other,other,1,1,1,0
14644,other,it,1,1,1,0
14645,master,it,3,1,3,0
14646,other,it,1,1,1,0
14647,other,business,2,1,2,0
14648,master,it,4,1,4,0
14649,bachelor,it,1,1,1,0
14650,bachelor,other,1,1,1,0
14651,master,it,4,1,4,0
14652,master,other,4,1,3,0
14653,bachelor,it,4,1,4,0
14654,bachelor,it,1,1,1,0
14655,other,it,2,1,2,0
14656,other,it,1,1,1,0
14657,other,other,2,1,2,0
14658,other,it,3,1,3,0
14659,master,other,3,1,2,0
14660,other,it,1,1,1,0
14661,master,it,4,1,4,1
14662,bachelor,it,3,1,3,0
14663,other,it,1,1,1,0
14664,bachelor,it,2,1,2,0
14665,other,it,1,1,1,0
14666,bachelor,other,1,1,1,0
14667,bachelor,it,1,1,1,0
14668,master,it,2,1,1,0
14669,bachelor,it,1,1,1,0
14670,other,it,1,1,1,1
14671,bachelor,other,1,1,1,0
14672,bachelor,it,2,1,2,0
14673,other,other,2,1,2,0
14674,bachelor,it,1,1,1,0
14675,other,it,2,1,2,0
14676,master,it,3,1,3,0
14677,bachelor,it,1,1,1,0
14678,other,it,2,1,2,0
14679,bachelor,it,1,1,1,0
14680,bachelor,it,1,1,1,0
14681,bachelor,it,1,1,1,0
14682,bachelor,business,2,1,2,0
14683,bachelor,other,1,1,1,0
14684,bachelor,it,1,1,1,0
14685,bachelor,other,1,1,1,0
14686,other,it,1,1,1,0
14687,bachelor,other,4,1,2,0
14688,other,it,1,1,1,0
14689,other,it,2,1,2,0
14690,other,it,3,1,3,0
14691,master,it,2,1,1,0
14692,bachelor,it,2,1,2,0
14693,other,it,2,1,2,0
14694,bachelor,other,1,1,1,0
14695,other,it,1,1,1,1
14696,master,it,2,1,2,0
14697,bachelor,it,1,1,1,0
14698,bachelor,it,1,1,1,0
14699,bachelor,it,1,1,1,0
14700,bachelor,it,2,1,2,0
14701,other,other,2,1,2,0
14702,bachelor,it,1,1,1,0
14703,master,it,2,1,1,0
14704,other,it,2,1,2,0
14705,other,other,1,1,1,0
14706,bachelor,it,1,1,1,0
14707,other,other,1,1,1,0
14708,bachelor,other,2,0,2,0
14709,other,it,2,1,2,0
14710,bachelor,it,1,1,1,0
14711,master,it,3,1,3,0
14712,bachelor,it,1,1,1,0
14713,bachelor,it,2,1,2,0
14714,bachelor,it,1,1,1,0
14715,other,it,3,1,3,0
14716,bachelor,other,2,1,2,0
14717,bachelor,it,1,1,1,0
14718,bachelor,it,2,1,2,0
14719,other,it,2,1,2,0
14720,bachelor,it,4,0,4,0
14721,bachelor,other,3,1,2,0
14722,other,it,2,1,2,0
14723,bachelor,it,1,1,1,0
14724,master,it,2,1,2,0
14725,bachelor,it,1,1,1,0
14726,bachelor,it,1,1,1,0
14727,other,it,1,1,1,0
14728,other,other,1,1,1,0
14729,other,it,1,1,1,0
14730,other,it,1,1,1,0
14731,bachelor,it,1,1,1,0
14732,bachelor,it,1,1,1,0
14733,bachelor,business,1,1,1,0
14734,other,it,1,1,1,0
14735,bachelor,it,1,1,1,0
14736,bachelor,it,1,1,1,0
14737,bachelor,it,2,1,2,0
14738,other,it,1,1,1,0
14739,bachelor,it,1,1,1,0
14740,bachelor,it,2,1,2,0
14741,bachelor,it,3,1,3,0
14742,other,it,2,1,2,0
14743,bachelor,other,1,1,1,0
14744,bachelor,it,1,1,1,0
14745,bachelor,it,1,1,1,1
14746,bachelor,it,2,1,2,0
14747,other,it,1,1,1,0
14748,bachelor,it,3,1,3,0
14749,bachelor,it,2,1,2,0
14750,bachelor,it,1,1,1,0
14751,other,it,1,1,1,0
14752,bachelor,it,1,1,1,0
14753,bachelor,it,2,1,2,0
14754,other,it,2,1,2,0
14755,other,it,2,1,2,0
14756,other,it,1,1,1,0
14757,bachelor,it,4,1,4,0
14758,bachelor,it,1,1,1,0
14759,master,business,2,1,2,0
14760,master,it,3,1,3,0
14761,other,it,2,1,2,0
14762,bachelor,it,3,1,3,0
14763,other,other,3,1,3,0
14764,bachelor,it,1,1,1,0
14765,master,it,3,1,3,0
14766,bachelor,it,1,1,1,0
14767,other,other,4,1,2,1
14768,bachelor,it,2,1,2,0
14769,bachelor,it,1,1,1,0
14770,other,other,2,1,2,0
14771,bachelor,it,2,1,2,0
14772,master,it,8,1,4,1
14773,other,other,2,1,2,0
14774,bachelor,it,3,1,3,1
14775,other,it,2,1,2,0
14776,other,it,2,1,2,0
14777,master,it,3,1,3,0
14778,bachelor,it,2,1,2,0
14779,bachelor,it,4,1,4,0
14780,bachelor,it,1,1,1,0
14781,other,business,3,1,2,0
14782,bachelor,it,3,1,3,0
14783,other,other,2,1,2,0
14784,other,it,2,1,2,0
14785,bachelor,it,2,1,2,0
14786,master,business,1,1,1,0
14787,bachelor,it,1,1,1,0
14788,bachelor,it,2,1,2,0
14789,master,other,2,1,2,0
14790,other,it,1,1,1,0
14791,bachelor,it,1,1,1,0
14792,bachelor,it,1,1,1,0
14793,master,business,2,1,2,0
14794,bachelor,it,1,1,1,0
14795,other,other,1,1,1,0
14796,bachelor,it,1,1,1,0
14797,bachelor,it,1,1,1,0
14798,bachelor,it,1,1,1,0
14799,other,business,3,1,3,0
14800,bachelor,it,1,1,1,0
14801,other,other,4,1,4,0
14802,other,other,1,1,1,0
14803,master,business,3,0,3,0
14804,other,other,1,1,1,0
14805,other,other,1,1,1,0
14806,master,it,3,1,3,0
14807,bachelor,other,1,1,1,0
14808,bachelor,it,2,1,2,0
14809,bachelor,it,6,1,4,0
14810,other,other,1,1,1,0
14811,bachelor,it,1,1,1,0
14812,bachelor,it,2,1,2,0
14813,master,it,4,1,3,0
14814,bachelor,it,1,1,1,0
14815,bachelor,other,1,1,1,0
14816,bachelor,it,1,1,1,0
14817,bachelor,it,3,1,3,0
14818,bachelor,it,1,1,1,0
14819,other,it,1,1,1,0
14820,bachelor,it,4,1,2,0
14821,bachelor,it,2,1,2,0
14822,master,it,2,1,2,0
14823,other,other,2,1,2,0
14824,other,it,2,1,2,0
14825,other,it,2,1,2,0
14826,bachelor,it,2,1,2,0
14827,master,it,2,1,2,0
14828,bachelor,business,3,1,3,0
14829,master,it,3,1,2,0
14830,other,it,2,1,2,0
14831,master,other,2,1,2,0
14832,other,it,1,1,1,0
14833,bachelor,it,2,1,2,0
14834,other,other,2,1,2,0
14835,bachelor,other,1,1,1,0
14836,other,it,2,1,2,0
14837,bachelor,it,1,1,1,0
14838,master,other,3,1,3,0
14839,other,it,3,1,3,0
14840,bachelor,it,2,1,2,0
14841,bachelor,it,1,1,1,0
14842,bachelor,it,1,1,1,0
14843,bachelor,it,1,1,1,0
14844,other,other,2,1,2,0
14845,master,it,2,1,1,0
14846,bachelor,it,3,1,3,0
14847,master,it,2,1,2,0
14848,bachelor,it,1,1,1,0
14849,other,other,1,1,1,0
14850,bachelor,it,1,1,1,0
14851,bachelor,it,2,1,2,0
14852,bachelor,business,2,1,2,0
14853,other,other,1,1,1,0
14854,master,it,3,1,3,0
14855,other,it,1,1,1,0
14856,other,it,1,1,1,0
14857,other,it,2,1,2,0
14858,other,it,3,1,3,0
14859,other,it,1,1,1,0
14860,other,other,1,1,1,0
14861,other,business,2,1,2,0
14862,bachelor,it,2,1,2,0
14863,other,it,2,1,2,0
14864,master,it,4,1,4,1
14865,other,other,2,1,2,0
14866,other,it,1,1,1,0
14867,other,other,1,1,1,0
14868,bachelor,other,1,1,1,0
14869,other,other,2,1,2,0
14870,bachelor,it,1,1,1,0
14871,bachelor,it,1,1,1,0
14872,other,it,2,1,2,0
14873,master,business,4,1,4,0
14874,bachelor,it,2,1,2,0
14875,bachelor,it,1,1,1,0
14876,bachelor,it,3,1,2,0
14877,bachelor,it,1,1,1,0
14878,other,business,3,1,3,0
14879,other,it,1,1,1,0
14880,other,it,3,1,3,0
14881,other,other,3,1,2,0
14882,master,business,4,1,4,0
14883,other,it,2,1,2,0
14884,master,it,3,1,3,0
14885,bachelor,it,1,1,1,0
14886,bachelor,other,1,1,1,0
14887,bachelor,it,2,1,2,0
14888,bachelor,it,2,1,2,1
14889,other,other,1,1,1,0
14890,other,other,2,1,2,0
14891,other,it,2,1,2,0
14892,master,it,2,1,2,0
14893,bachelor,other,1,1,1,0
14894,master,it,3,1,2,0
14895,bachelor,it,1,1,1,0
14896,other,it,1,1,1,0
14897,master,it,4,1,3,0
14898,other,it,2,1,2,0
14899,bachelor,it,2,1,2,0
14900,bachelor,business,2,1,2,0
14901,bachelor,it,2,1,2,0
14902,bachelor,other,3,0,3,0
14903,bachelor,it,4,1,4,0
14904,bachelor,it,1,1,1,0
14905,master,it,2,1,2,0
14906,master,it,2,1,2,0
14907,master,it,2,1,2,0
14908,other,it,2,1,2,0
14909,bachelor,business,2,1,2,0
14910,bachelor,other,2,1,2,0
14911,other,it,2,1,2,0
14912,bachelor,other,3,1,3,0
14913,other,other,2,1,2,0
14914,bachelor,it,2,1,2,0
14915,bachelor,it,1,1,1,0
14916,master,other,3,1,3,0
14917,bachelor,it,1,1,1,0
14918,bachelor,it,1,1,1,0
14919,other,business,2,1,2,0
14920,other,it,1,1,1,0
14921,bachelor,it,4,1,2,0
14922,bachelor,it,2,1,2,0
14923,other,it,2,1,2,0
14924,other,it,1,1,1,0
14925,bachelor,it,1,1,1,1
14926,other,it,3,1,3,0
14927,other,other,1,1,1,0
14928,bachelor,it,1,1,1,0
14929,other,other,2,0,2,0
14930,other,it,2,1,2,0
14931,other,it,1,1,1,0
14932,other,it,2,1,2,0
14933,other,it,3,1,2,0
14934,other,it,2,1,2,0
14935,other,it,1,1,1,0
14936,other,it,1,1,1,0
14937,bachelor,it,1,1,1,0
14938,bachelor,other,2,1,2,0
14939,other,it,2,1,2,0
14940,bachelor,it,3,1,3,0
14941,bachelor,it,3,1,3,0
14942,other,it,2,1,2,0
14943,bachelor,it,1,1,1,0
14944,master,it,5,1,5,0
14945,master,it,4,1,4,0
14946,other,it,2,1,2,0
14947,bachelor,it,1,1,1,0
14948,other,other,4,1,4,0
14949,bachelor,it,1,1,1,0
14950,bachelor,business,2,1,2,0
14951,master,it,5,1,5,0
14952,master,it,4,1,4,1
14953,master,it,1,1,1,0
14954,master,it,3,1,3,0
14955,bachelor,it,1,1,1,0
14956,master,business,12,0,6,1
14957,bachelor,it,1,1,1,0
14958,master,it,3,1,3,0
14959,other,it,2,1,2,0
14960,other,business,2,1,2,0
14961,other,it,2,1,2,0
14962,master,it,4,1,4,0
14963,master,it,5,1,5,0
14964,bachelor,other,1,1,1,0
14965,master,it,4,1,4,0
14966,master,it,4,1,4,0
14967,master,it,4,1,4,0
14968,other,it,2,1,2,0
14969,other,it,2,1,2,0
14970,bachelor,it,1,1,1,0
14971,other,it,2,1,2,0
14972,bachelor,it,1,1,1,0
14973,other,it,2,1,2,0
14974,master,other,4,1,4,0
14975,bachelor,it,2,1,2,0
14976,bachelor,it,1,1,1,0
14977,master,it,4,1,4,0
14978,master,it,2,1,2,0
14979,bachelor,it,2,1,2,0
14980,bachelor,it,1,1,1,0
14981,bachelor,other,2,1,2,0
14982,other,it,4,1,4,0
14983,master,other,2,1,2,0
14984,other,it,2,1,2,0
14985,master,other,3,1,3,0
14986,other,it,1,1,1,0
14987,bachelor,it,1,1,1,0
14988,bachelor,it,1,1,1,0
14989,other,it,1,1,1,0
14990,bachelor,it,2,1,2,0
14991,bachelor,it,1,1,1,0
14992,other,it,2,1,2,0
14993,other,other,1,1,1,0
14994,other,other,1,1,1,0
14995,other,it,1,1,1,0
14996,other,it,2,1,2,0
14997,bachelor,it,1,1,1,0
14998,other,it,2,1,2,0
14999,other,it,2,1,2,0
15000,other,it,1,1,1,0
15001,other,other,1,1,1,0
15002,bachelor,other,1,1,1,0
15003,bachelor,other,1,1,1,0
15004,master,it,2,1,2,0
15005,bachelor,other,6,1,3,0
15006,bachelor,it,4,1,4,0
15007,other,other,1,1,1,0
15008,master,it,3,1,3,0
15009,bachelor,it,1,1,1,0
15010,bachelor,it,1,1,1,0
15011,other,other,3,1,3,0
15012,other,it,2,1,2,0
15013,other,business,1,1,1,0
15014,bachelor,it,2,1,2,0
15015,other,business,1,1,1,0
15016,bachelor,it,1,1,1,0
15017,other,other,3,1,3,0
15018,bachelor,other,1,1,1,0
15019,bachelor,it,1,1,1,0
15020,bachelor,business,1,1,1,0
15021,bachelor,it,1,1,1,0
15022,bachelor,it,1,1,1,0
15023,bachelor,business,1,1,1,1
15024,bachelor,it,1,1,1,0
15025,bachelor,it,4,1,4,0
15026,bachelor,it,1,1,1,0
15027,master,it,2,1,1,0
15028,other,business,1,1,1,0
15029,bachelor,it,3,1,3,0
15030,other,other,2,1,2,0
15031,bachelor,business,3,1,3,0
15032,bachelor,it,1,1,1,0
15033,other,other,1,1,1,0
15034,bachelor,it,1,1,1,0
15035,master,it,3,0,2,0
15036,master,it,4,0,2,0
15037,other,it,2,1,2,0
15038,bachelor,it,1,1,1,0
15039,bachelor,it,5,1,4,0
15040,bachelor,it,2,1,2,0
15041,bachelor,it,1,1,1,0
15042,other,other,1,1,1,0
15043,other,other,3,1,3,0
15044,bachelor,business,1,1,1,0
15045,master,it,2,0,2,0
15046,bachelor,it,2,1,2,0
15047,bachelor,it,1,1,1,0
15048,bachelor,it,3,1,3,0
15049,bachelor,other,2,1,2,0
15050,bachelor,it,2,1,2,0
15051,bachelor,it,1,1,1,0
15052,master,it,2,1,2,0
15053,other,it,2,1,2,0
15054,bachelor,other,1,1,1,0
15055,bachelor,it,1,1,1,0
15056,bachelor,it,2,1,2,0
15057,bachelor,it,1,1,1,0
15058,bachelor,it,2,1,2,0
15059,bachelor,business,1,1,1,0
15060,bachelor,it,1,1,1,0
15061,bachelor,it,1,1,1,1
15062,other,other,1,1,1,0
15063,bachelor,it,3,1,2,0
15064,bachelor,it,1,1,1,0
15065,bachelor,it,2,1,2,0
15066,bachelor,it,1,1,1,0
15067,bachelor,it,1,1,1,0
15068,bachelor,business,2,1,2,0
15069,bachelor,it,4,1,4,0
15070,other,other,1,1,1,0
15071,bachelor,it,3,1,2,0
15072,bachelor,other,2,1,2,0
15073,master,other,2,1,1,0
15074,bachelor,it,2,1,2,0
15075,bachelor,it,3,1,2,0
15076,bachelor,it,2,1,2,0
15077,bachelor,it,1,1,1,0
15078,bachelor,it,2,1,2,0
15079,bachelor,other,1,1,1,0
15080,other,it,2,1,2,0
15081,master,it,2,1,2,0
15082,bachelor,it,2,1,1,0
15083,other,other,2,1,2,0
15084,bachelor,it,1,1,1,0
15085,master,it,4,1,4,0
15086,bachelor,it,1,1,1,0
15087,bachelor,it,1,1,1,0
15088,bachelor,business,2,1,2,0
15089,other,it,1,1,1,0
15090,bachelor,it,4,1,2,1
15091,other,it,1,1,1,1
15092,other,it,3,1,3,0
15093,bachelor,it,1,1,1,0
15094,bachelor,it,1,1,1,0
15095,master,it,2,1,2,0
15096,master,it,2,1,2,1
15097,bachelor,other,2,1,2,0
15098,bachelor,it,1,1,1,0
15099,bachelor,it,3,0,3,0
15100,bachelor,it,2,1,2,0
15101,master,it,2,1,1,0
15102,master,other,4,1,2,0
15103,master,business,2,1,2,0
15104,other,it,1,1,1,0
15105,other,it,1,1,1,0
15106,master,it,2,1,2,0
15107,master,it,6,1,3,1
15108,other,it,1,1,1,0
15109,master,it,2,1,2,0
15110,other,other,2,1,2,0
15111,bachelor,it,2,1,2,1
15112,bachelor,other,2,1,2,0
15113,bachelor,other,3,1,3,0
15114,other,business,2,1,2,0
15115,bachelor,business,5,1,5,0
15116,master,it,4,1,3,0
15117,bachelor,it,3,1,3,0
15118,master,it,3,1,3,0
15119,bachelor,it,2,1,2,0
15120,other,it,3,1,3,0
15121,bachelor,it,1,1,1,0
15122,other,it,2,1,2,0
15123,bachelor,other,2,1,2,0
15124,bachelor,it,2,0,2,0
15125,master,it,2,1,2,0
15126,bachelor,other,3,1,3,0
15127,bachelor,it,1,1,1,0
15128,master,it,3,1,3,1
15129,master,it,3,1,2,0
15130,other,business,1,1,1,0
15131,bachelor,it,2,1,2,0
15132,bachelor,it,2,1,2,1
15133,master,it,3,1,3,0
15134,bachelor,business,1,1,1,0
15135,bachelor,it,2,1,2,0
15136,bachelor,other,6,1,3,1
15137,bachelor,business,1,1,1,0
15138,bachelor,it,1,1,1,1
15139,master,it,3,1,3,0
15140,other,it,1,1,1,0
15141,bachelor,it,2,1,2,0
15142,bachelor,other,2,1,2,0
15143,master,it,4,1,4,1
15144,bachelor,it,3,1,3,0
15145,master,it,1,1,1,0
15146,master,it,2,1,2,0
15147,master,it,1,1,1,0
15148,bachelor,it,1,1,1,0
15149,other,it,1,1,1,0
15150,bachelor,it,2,1,2,0
15151,master,it,3,1,3,0
15152,other,other,1,1,1,0
15153,other,it,1,1,1,0
15154,master,other,5,1,4,0
15155,bachelor,other,2,1,2,0
15156,other,it,1,1,1,0
15157,bachelor,it,2,1,2,0
15158,master,it,6,1,2,1
15159,bachelor,it,4,1,4,1
15160,bachelor,it,1,1,1,0
15161,bachelor,it,1,1,1,0
15162,master,other,5,1,4,0
15163,master,other,3,1,2,0
15164,bachelor,it,2,1,2,0
15165,other,other,2,1,2,0
15166,other,it,2,1,2,0
15167,other,other,1,1,1,0
15168,bachelor,other,2,1,2,0
15169,bachelor,it,4,1,3,0
15170,master,business,4,1,4,0
15171,master,it,2,1,2,0
15172,master,it,3,1,3,0
15173,master,it,3,1,3,0
15174,other,it,2,1,2,0
15175,bachelor,it,3,1,3,0
15176,bachelor,it,1,1,1,0
15177,other,other,1,1,1,0
15178,master,it,3,1,3,0
15179,master,it,2,1,2,0
15180,bachelor,business,2,1,2,0
15181,bachelor,it,2,1,2,0
15182,bachelor,it,2,1,2,0
15183,other,it,1,1,1,0
15184,other,other,2,1,2,0
15185,bachelor,it,2,1,2,0
15186,bachelor,business,3,1,3,0
15187,other,other,1,1,1,0
15188,bachelor,it,3,1,3,1
15189,other,it,1,1,1,0
15190,other,it,2,1,2,0
15191,bachelor,business,2,1,2,0
15192,bachelor,it,1,1,1,0
15193,bachelor,it,1,1,1,0
15194,bachelor,it,1,1,1,0
15195,master,it,5,1,3,1
15196,bachelor,it,1,1,1,0
15197,other,it,1,1,1,0
15198,bachelor,other,2,1,2,0
15199,bachelor,it,2,1,2,0
15200,master,it,3,1,3,0
15201,bachelor,it,1,1,1,0
15202,master,other,3,1,3,0
15203,bachelor,it,2,1,2,0
15204,bachelor,business,1,1,1,0
15205,bachelor,it,1,1,1,0
15206,master,other,5,1,4,0
15207,other,business,2,1,2,0
15208,other,other,2,1,2,0
15209,bachelor,other,3,1,3,0
15210,master,it,3,1,3,1
15211,bachelor,other,1,1,1,0
15212,master,other,4,1,2,0
15213,bachelor,other,2,1,2,0
15214,bachelor,other,2,1,2,0
15215,bachelor,business,2,1,2,0
15216,bachelor,it,1,1,1,0
15217,master,other,4,1,2,0
15218,bachelor,it,1,1,1,0
15219,master,other,5,1,4,0
15220,bachelor,it,1,1,1,0
15221,master,it,3,1,3,0
15222,other,other,1,1,1,0
15223,other,business,2,1,2,0
15224,bachelor,it,1,1,1,0
15225,bachelor,other,2,1,2,0
15226,master,it,3,1,3,0
15227,other,it,1,1,1,0
15228,bachelor,business,3,1,3,0
15229,bachelor,it,4,1,3,0
15230,bachelor,other,2,1,2,0
15231,other,it,1,1,1,0
15232,master,business,2,1,2,0
15233,master,it,2,1,1,0
15234,bachelor,other,3,1,3,0
15235,bachelor,it,2,1,2,1
15236,bachelor,it,1,1,1,0
15237,bachelor,other,2,1,2,0
15238,other,other,1,1,1,0
15239,other,it,1,1,1,0
15240,other,business,1,1,1,0
15241,bachelor,it,4,1,2,1
15242,master,it,3,1,3,0
15243,master,other,4,1,2,0
15244,bachelor,it,4,1,3,0
15245,bachelor,it,2,1,2,0
15246,bachelor,it,1,1,1,0
15247,bachelor,it,3,1,3,0
15248,master,other,3,1,2,0
15249,other,other,1,1,1,0
15250,bachelor,business,3,1,3,0
15251,master,other,3,1,3,0
15252,bachelor,it,2,1,2,0
15253,bachelor,it,1,1,1,0
15254,master,it,3,0,2,0
15255,master,other,5,1,4,0
15256,other,it,2,1,2,0
15257,master,it,4,1,4,1
15258,bachelor,business,2,1,2,0
15259,bachelor,it,4,1,4,1
15260,bachelor,it,1,1,1,0
15261,other,other,1,1,1,0
15262,master,it,6,1,2,1
15263,bachelor,it,3,1,2,0
15264,bachelor,it,1,1,1,0
15265,other,business,2,1,2,0
15266,bachelor,other,2,1,2,0
15267,other,it,2,1,2,0
15268,bachelor,business,1,1,1,0
15269,bachelor,it,2,1,2,0
15270,other,other,2,1,2,0
15271,bachelor,other,1,1,1,0
15272,bachelor,it,1,1,1,0
15273,other,business,2,1,2,0
15274,bachelor,business,1,1,1,0
15275,bachelor,it,4,1,2,1
15276,other,it,2,1,2,0
15277,bachelor,it,2,1,2,0
15278,bachelor,business,1,1,1,0
15279,other,business,1,1,1,0
15280,other,other,1,1,1,0
15281,other,other,2,1,2,0
15282,bachelor,other,3,0,3,0
15283,bachelor,it,1,1,1,1
15284,other,other,1,1,1,0
15285,bachelor,it,2,1,2,0
15286,other,it,2,1,2,1
15287,other,it,1,1,1,0
15288,master,it,4,1,3,0
15289,bachelor,it,1,1,1,0
15290,master,other,4,1,4,0
15291,bachelor,it,2,1,1,0
15292,bachelor,it,1,1,1,0
15293,bachelor,it,2,1,2,0
15294,bachelor,it,3,1,3,0
15295,other,business,2,0,2,0
