user_id,StartAfter2019,companies_worked,positions_worked,days_worked,max_days_worked,min_days_worked,avg_days_worked,total_days_worked
9302,0,6,6,62,1369,62,578,3471
9303,0,4,6,760,1369,-90,811,4870
9304,0,2,2,365,2010,365,1187,2375
9305,0,4,5,243,1341,243,675,3379
9306,0,2,3,1645,2010,1611,1755,5266
9307,0,3,3,2769,2769,275,1380,4140
9308,0,3,3,365,457,-243,193,579
9309,0,2,2,4442,4442,1736,3089,6178
9310,0,4,5,762,1035,214,560,2802
9312,0,2,2,915,1826,915,1370,2741
9314,0,4,5,397,1218,-120,548,2741
9315,0,1,2,2010,2010,0,1005,2010
9316,0,1,1,518,518,518,518,518
9317,0,1,1,5358,5358,5358,5358,5358
9318,0,3,4,2313,2313,242,981,3927
9319,0,2,2,1765,1765,1249,1507,3014
9320,0,7,7,1400,1400,-151,656,4597
9321,0,6,11,61,1311,61,489,5388
9322,0,4,4,1341,1341,-181,426,1706
9323,0,4,5,1035,1127,91,675,3379
9324,0,3,3,2222,2222,122,1299,3897
9325,1,2,2,92,92,-273,-90,-181
9326,0,2,2,731,731,579,655,1310
9327,0,1,1,122,122,122,122,122
9328,0,3,5,365,1249,365,907,4536
9329,0,1,4,516,2679,516,1278,5113
9330,0,3,6,1371,1492,365,893,5358
9331,0,4,5,61,2771,61,1120,5601
9332,0,4,4,488,912,273,570,2283
9333,0,2,3,700,1492,365,852,2557
9334,0,3,3,701,2282,701,1542,4628
9335,0,2,2,396,396,-212,92,184
9336,0,3,3,245,1979,181,801,2405
9337,0,3,3,365,884,365,670,2010
9338,0,15,15,153,1037,-334,229,3440
9339,0,3,4,976,1888,758,1149,4597
9340,0,12,14,305,1522,-304,297,4171
9341,0,3,4,304,304,-334,38,153
9342,0,3,3,549,4505,549,2131,6393
9343,0,4,6,31,610,-120,274,1645
9344,0,3,4,1430,1430,-334,312,1249
9345,0,2,2,668,668,-181,243,487
9346,0,4,10,30,699,-273,240,2405
9347,0,2,2,304,1249,304,776,1553
9348,0,4,6,760,1369,-90,811,4870
9349,0,1,2,30,6819,30,3424,6849
9350,0,3,3,425,579,92,365,1096
9351,0,1,3,1461,1461,365,812,2436
9352,0,1,1,4993,4993,4993,4993,4993
9355,0,2,2,1949,2526,1949,2237,4475
9356,0,4,5,976,1765,-304,846,4232
9357,0,1,1,1614,1614,1614,1614,1614
9358,0,3,6,1371,1492,365,893,5358
9359,0,4,5,2130,2130,214,1053,5266
9360,0,5,6,1095,1338,487,882,5297
9361,0,6,6,365,2191,122,730,4383
9362,0,1,1,4840,4840,4840,4840,4840
9363,0,3,5,92,1338,92,627,3136
9364,0,5,6,335,1402,335,735,4414
9365,0,4,5,396,1096,-31,475,2375
9366,0,2,4,1369,2465,122,1567,6270
9367,0,3,5,397,1645,-31,840,4202
9368,0,1,4,516,2679,516,1278,5113
9369,0,1,1,9954,9954,9954,9954,9954
9370,0,4,7,792,1676,121,817,5724
9371,0,4,7,335,2434,335,987,6909
9372,0,2,4,1369,2465,122,1567,6270
9373,0,1,2,30,6819,30,3424,6849
9374,0,5,5,425,579,-334,219,1096
9375,0,1,1,2588,2588,2588,2588,2588
9376,0,5,5,3531,3531,334,1126,5632
9377,0,3,5,92,1979,92,694,3471
9378,0,2,4,1369,2465,122,1567,6270
9379,0,1,1,9954,9954,9954,9954,9954
9382,0,5,7,366,975,-31,387,2710
9383,0,5,6,61,365,-273,111,671
9385,0,15,15,153,1037,-334,229,3440
9386,0,5,5,425,579,-334,219,1096
9387,0,3,3,1550,1550,245,720,2160
9389,0,4,5,122,609,122,335,1675
9390,0,3,3,30,915,30,436,1310
9391,0,3,3,395,1522,-181,578,1736
9392,0,1,1,914,914,914,914,914
9393,1,1,1,0,0,0,0,0
9394,0,3,4,762,762,31,426,1706
9396,0,3,4,762,762,31,426,1706
9397,1,1,1,-243,-243,-243,-243,-243
9398,0,3,3,1550,1550,245,720,2160
9399,0,5,5,487,1887,-334,481,2405
9400,0,8,8,518,792,153,399,3197
9401,0,3,3,487,1887,31,801,2405
9402,1,1,1,-243,-243,-243,-243,-243
9403,1,1,1,-243,-243,-243,-243,-243
9404,0,3,3,395,1522,-181,578,1736
9405,0,8,8,518,792,153,399,3197
9406,0,2,2,1126,1126,549,837,1675
9407,0,5,5,487,1887,-334,481,2405
9408,0,3,3,395,1522,-181,578,1736
9409,0,3,4,762,762,31,426,1706
9410,1,1,1,-243,-243,-243,-243,-243
9411,0,1,1,1430,1430,1430,1430,1430
9412,1,1,1,-273,-273,-273,-273,-273
9415,0,5,5,730,730,-273,97,487
9417,0,1,1,1461,1461,1461,1461,1461
9419,0,2,2,92,487,92,289,579
9420,0,1,1,214,214,214,214,214
9421,0,2,2,91,91,31,61,122
9422,0,1,1,1583,1583,1583,1583,1583
9423,0,4,4,122,306,28,121,487
9424,0,1,1,306,306,306,306,306
9426,0,1,1,730,730,730,730,730
9427,0,2,2,122,122,92,107,214
9428,0,3,4,762,762,31,426,1706
9429,0,1,1,1218,1218,1218,1218,1218
9430,0,3,3,122,275,122,193,579
9431,0,1,1,610,610,610,610,610
9432,0,2,2,1887,1887,-151,868,1736
9433,0,3,3,395,395,304,335,1005
9435,0,4,4,245,365,-243,167,671
9436,0,3,3,1704,1704,-151,608,1826
9437,0,3,3,457,457,-90,274,822
9439,0,3,3,759,759,31,355,1065
9440,1,4,5,153,153,-273,-11,-59
9442,0,7,7,487,487,153,291,2040
9443,0,3,4,62,1280,62,411,1645
9444,1,2,2,153,153,-304,-75,-151
9445,0,1,1,1310,1310,1310,1310,1310
9446,0,3,3,61,791,-273,193,579
9447,0,2,2,1155,1371,1155,1263,2526
9448,0,6,7,366,914,-273,391,2741
9449,0,2,2,2406,2406,1430,1918,3836
9453,0,4,4,397,1614,245,685,2741
9454,0,2,2,1280,1280,61,670,1341
9455,0,6,6,245,334,0,157,944
9457,0,2,2,518,518,61,289,579
9458,0,4,4,213,1034,213,639,2557
9459,0,4,4,335,518,274,411,1645
9460,0,2,2,243,243,-90,76,153
9461,0,2,2,2223,2223,640,1431,2863
9463,0,2,2,913,913,31,472,944
9464,0,1,1,365,365,365,365,365
9465,0,1,1,487,487,487,487,487
9466,1,1,1,-273,-273,-273,-273,-273
9468,0,4,5,334,1795,92,608,3044
9469,0,4,4,426,457,0,236,944
9470,0,1,1,4748,4748,4748,4748,4748
9471,1,1,1,-273,-273,-273,-273,-273
9473,0,2,3,853,853,61,436,1310
9474,1,1,1,-59,-59,-59,-59,-59
9475,0,4,4,700,700,-334,357,1430
9476,1,2,2,61,61,-334,-136,-273
9479,0,4,4,335,426,-334,114,457
9480,0,2,2,334,334,92,213,426
9481,0,1,1,184,184,184,184,184
9482,0,5,5,336,426,-120,256,1280
9483,0,3,3,366,1003,-59,436,1310
9484,0,1,1,122,122,122,122,122
9485,0,3,4,184,1371,184,624,2497
9486,0,1,1,306,306,306,306,306
9487,0,2,2,608,608,-90,259,518
9488,0,1,1,914,914,914,914,914
9489,0,1,1,306,306,306,306,306
9490,0,2,2,426,426,365,395,791
9491,0,4,4,486,549,0,274,1096
9494,0,3,3,1216,1216,549,974,2922
9496,1,1,1,-304,-304,-304,-304,-304
9497,0,3,3,335,1096,214,548,1645
9499,0,1,2,395,395,-181,107,214
9501,1,2,2,92,92,-273,-90,-181
9502,0,1,1,306,306,306,306,306
9504,0,4,4,122,306,28,121,487
9505,0,1,1,184,184,184,184,184
9506,0,3,3,273,273,92,193,579
9507,0,4,5,700,1006,184,627,3136
9509,0,1,1,1065,1065,1065,1065,1065
9510,0,1,1,518,518,518,518,518
9511,1,1,1,-243,-243,-243,-243,-243
9512,0,1,1,852,852,852,852,852
9515,0,4,4,304,304,-212,114,457
9516,0,6,8,883,883,151,449,3593
9518,0,3,3,1826,1826,1005,1319,3958
9520,1,1,1,0,0,0,0,0
9522,1,3,3,89,184,-304,-10,-31
9523,1,1,1,-273,-273,-273,-273,-273
9524,0,1,1,1461,1461,1461,1461,1461
9525,0,7,7,395,609,0,343,2405
9526,0,2,3,122,973,-243,284,852
9527,0,2,2,306,365,306,335,671
9528,0,4,4,762,762,-243,411,1645
9529,0,6,6,1218,1218,-90,324,1948
9530,0,1,1,365,365,365,365,365
9531,0,5,5,730,730,-273,97,487
9532,1,1,1,-243,-243,-243,-243,-243
9533,1,1,1,-181,-181,-181,-181,-181
9535,0,1,1,1583,1583,1583,1583,1583
9536,0,2,2,395,1918,395,1156,2313
9537,1,1,1,-90,-90,-90,-90,-90
9538,0,1,1,1430,1430,1430,1430,1430
9539,0,2,2,334,334,-273,30,61
9540,0,3,5,943,943,61,395,1979
9543,0,5,6,1643,1643,151,553,3318
9544,0,2,2,639,3440,639,2039,4079
9545,0,3,4,762,762,31,426,1706
9546,0,2,2,1280,1280,122,701,1402
9547,0,9,11,334,2008,-120,561,6178
9548,0,3,3,1826,1826,1005,1319,3958
9549,0,1,2,1553,1553,1096,1324,2649
9550,0,2,2,822,822,-243,289,579
9551,0,2,2,456,456,31,243,487
9552,0,1,1,1461,1461,1461,1461,1461
9553,0,4,4,30,214,30,121,487
9554,0,6,7,92,821,-334,252,1767
9555,0,3,5,730,731,120,462,2313
9556,0,3,5,395,1767,365,700,3501
9557,0,6,6,245,334,0,157,944
9558,0,10,10,517,853,122,447,4475
9559,0,3,4,243,548,31,220,883
9561,0,3,3,395,395,304,335,1005
9562,0,1,1,1065,1065,1065,1065,1065
9563,0,2,2,122,730,122,426,852
9564,0,3,3,4018,4018,-151,1410,4232
9566,0,3,4,184,1371,184,624,2497
9567,0,7,7,395,609,0,343,2405
9568,0,2,2,92,487,92,289,579
9569,0,1,1,487,487,487,487,487
9570,1,1,1,-273,-273,-273,-273,-273
9571,1,1,1,-243,-243,-243,-243,-243
9572,0,3,3,1216,1216,549,974,2922
9573,0,1,1,1430,1430,1430,1430,1430
9574,0,2,2,91,91,31,61,122
9575,0,2,2,395,1918,395,1156,2313
9576,0,5,8,943,943,-90,247,1979
9577,0,2,2,334,334,-273,30,61
9578,0,5,6,851,1887,122,801,4809
9580,0,2,2,91,91,31,61,122
9581,0,3,3,4018,4018,-151,1410,4232
9582,0,2,2,488,1218,488,853,1706
9583,0,6,6,1218,1218,-90,324,1948
9584,0,2,2,91,91,31,61,122
9585,1,1,1,-243,-243,-243,-243,-243
9586,0,5,5,92,275,-181,103,518
9587,0,5,8,943,943,-90,247,1979
9590,0,5,8,943,943,-90,247,1979
9591,0,5,5,730,730,-273,97,487
9593,0,5,8,943,943,-90,247,1979
9594,0,10,10,517,853,122,447,4475
9595,0,1,1,518,518,518,518,518
9596,0,7,7,395,609,0,343,2405
9597,0,5,8,943,943,-90,247,1979
9598,0,1,2,1553,1553,1096,1324,2649
9600,0,2,3,31,273,31,183,549
9601,0,5,6,60,487,-334,182,1096
9602,0,3,3,762,762,153,548,1645
9603,0,3,3,427,640,151,406,1218
9604,0,3,4,243,548,31,220,883
9605,0,3,3,1065,1065,-31,355,1065
9606,0,3,3,1064,1402,0,822,2466
9607,1,3,3,89,184,-304,-10,-31
9609,0,1,1,518,518,518,518,518
9610,1,1,1,-181,-181,-181,-181,-181
9612,0,2,2,760,760,-273,243,487
9613,0,4,4,304,304,-212,114,457
9614,0,2,3,122,973,-243,284,852
9615,1,1,1,-273,-273,-273,-273,-273
9616,0,4,4,883,883,-31,494,1979
9617,0,7,7,487,487,153,291,2040
9618,0,3,3,549,549,-120,304,914
9619,0,3,4,762,762,31,426,1706
9620,0,4,4,30,214,30,121,487
9621,0,6,7,92,821,-334,252,1767
9623,0,2,2,2223,2223,640,1431,2863
9624,0,10,10,517,853,122,447,4475
9625,0,2,2,306,365,306,335,671
9626,0,6,6,1218,1218,-90,324,1948
9627,0,4,5,334,1795,92,608,3044
9628,0,4,6,730,731,-31,385,2313
9629,0,6,8,883,883,151,449,3593
9631,0,1,1,61,61,61,61,61
9632,0,3,3,4018,4018,-151,1410,4232
9633,1,1,1,-90,-90,-90,-90,-90
9634,0,2,2,91,91,31,61,122
9635,1,1,1,-243,-243,-243,-243,-243
9636,0,4,4,335,426,-334,114,457
9637,0,5,8,943,943,-90,247,1979
9642,0,2,2,92,487,92,289,579
9651,0,4,4,122,306,28,121,487
9652,0,5,5,730,730,-273,97,487
9653,1,1,1,-212,-212,-212,-212,-212
9655,0,3,3,0,911,-181,243,730
9656,0,3,3,912,912,214,527,1583
9657,0,6,6,639,639,-90,218,1310
9658,0,2,2,274,274,-243,15,31
9659,1,1,2,123,123,-304,-90,-181
9660,0,1,1,306,306,306,306,306
9661,0,2,2,974,1736,974,1355,2710
9662,0,2,3,214,214,0,71,214
9663,0,1,1,1310,1310,1310,1310,1310
9664,0,4,4,396,639,31,411,1645
9666,0,3,3,1096,1096,-181,527,1583
9667,0,4,4,92,883,92,441,1767
9668,0,4,4,1492,1492,-181,647,2588
9669,0,2,2,1005,1005,-334,335,671
9670,0,7,7,153,1461,-31,343,2405
9671,0,5,5,700,700,62,322,1614
9672,1,2,2,61,61,-151,-45,-90
9674,1,3,3,89,184,-304,-10,-31
9675,0,2,2,274,487,274,380,761
9678,0,4,4,122,1644,-334,578,2313
9679,0,6,8,883,883,151,449,3593
9680,0,3,3,366,730,214,436,1310
9681,1,1,1,-304,-304,-304,-304,-304
9682,0,5,5,610,1581,-181,700,3501
9683,1,1,1,-59,-59,-59,-59,-59
9686,0,3,3,610,820,245,558,1675
9687,0,3,3,365,1246,-181,476,1430
9688,0,1,1,944,944,944,944,944
9689,0,2,2,396,1157,396,776,1553
9690,0,4,6,639,1125,31,507,3044
9691,0,1,1,396,396,396,396,396
9693,0,2,2,1430,1430,-120,655,1310
9694,0,5,5,365,972,-273,359,1795
9695,0,1,2,92,122,92,107,214
9696,0,1,1,579,579,579,579,579
9698,0,1,1,245,245,245,245,245
9700,0,3,3,122,730,-273,193,579
9701,0,2,2,153,1492,153,822,1645
9702,0,1,2,61,730,61,395,791
9703,0,3,3,458,760,92,436,1310
9705,0,1,1,579,579,579,579,579
9706,0,2,2,1125,1125,-273,426,852
9707,0,1,2,153,153,122,137,275
9708,0,3,3,793,793,-59,426,1280
9709,0,3,3,730,730,-151,304,914
9710,1,1,1,-120,-120,-120,-120,-120
9711,0,1,2,1400,1400,1218,1309,2618
9712,0,2,3,31,306,31,183,549
9713,0,4,4,182,457,31,190,761
9714,0,2,2,822,822,214,518,1036
9715,0,3,3,245,424,245,314,944
9716,0,2,2,335,335,-151,92,184
9717,0,1,2,335,335,-151,92,184
9719,0,8,8,365,701,-59,209,1675
9720,1,1,1,-31,-31,-31,-31,-31
9721,0,1,1,2160,2160,2160,2160,2160
9722,0,2,3,1249,1249,-304,436,1310
9723,0,1,2,122,457,122,289,579
9724,0,1,1,549,549,549,549,549
9725,0,2,2,546,546,-59,243,487
9726,0,3,4,2071,2071,518,1354,5419
9727,0,1,2,456,456,-181,137,275
9729,0,5,7,396,546,-334,187,1310
9730,0,3,3,488,1948,396,944,2832
9731,0,3,4,1065,1065,-334,327,1310
9732,0,7,7,245,485,151,291,2040
9733,0,2,2,153,1583,153,868,1736
9735,0,1,2,1157,1157,92,624,1249
9736,1,2,2,334,334,-334,0,0
9737,0,4,4,639,702,-243,418,1675
9738,0,2,3,365,365,214,314,944
9739,0,5,5,153,396,153,262,1310
9740,0,4,5,306,1280,61,791,3958
9741,0,3,4,151,306,122,205,822
9742,0,6,6,303,303,-273,81,487
9745,1,1,1,-212,-212,-212,-212,-212
9746,0,6,6,214,912,214,538,3228
9747,0,4,4,31,699,-90,228,914
9748,0,5,5,1857,1857,-120,706,3532
9749,1,1,1,-151,-151,-151,-151,-151
9750,0,4,5,31,611,31,310,1553
9751,0,1,2,61,153,61,107,214
9752,0,2,2,914,914,396,655,1310
9753,0,3,3,243,1369,-151,487,1461
9754,0,2,2,92,122,92,107,214
9755,0,1,1,426,426,426,426,426
9756,0,3,3,487,487,184,345,1036
9757,0,1,1,31,31,31,31,31
9758,0,2,2,457,457,92,274,549
9759,0,3,3,61,122,31,71,214
9760,1,1,1,0,0,0,0,0
9761,0,1,1,1310,1310,1310,1310,1310
9762,0,1,1,487,487,487,487,487
9763,0,1,1,426,426,426,426,426
9764,0,1,1,184,184,184,184,184
9765,0,4,4,548,609,-31,297,1188
9766,0,2,2,1338,1338,92,715,1430
9767,0,5,5,669,669,245,395,1979
9768,0,2,2,455,455,-90,182,365
9769,0,3,3,31,395,31,172,518
9770,0,2,2,366,944,366,655,1310
9771,0,1,1,214,214,214,214,214
9772,1,1,1,-181,-181,-181,-181,-181
9773,0,1,1,1036,1036,1036,1036,1036
9774,0,1,2,579,579,-273,153,306
9775,0,3,4,212,212,61,114,457
9777,0,2,2,549,549,-304,122,245
9778,0,2,2,31,426,31,228,457
9780,0,4,4,1431,1431,-59,479,1918
9781,0,3,4,365,761,0,418,1675
9783,0,7,7,395,609,0,343,2405
9784,0,2,2,365,365,-31,167,334
9785,0,1,2,215,699,215,457,914
9786,0,1,1,61,61,61,61,61
9787,0,2,3,62,426,-304,61,184
9788,0,3,4,365,1247,-90,418,1675
9789,0,3,3,1338,1338,61,507,1522
9790,0,2,2,3073,3073,640,1856,3713
9792,0,1,1,245,245,245,245,245
9793,0,3,3,0,365,0,193,579
9795,0,2,2,1187,1187,-243,472,944
9796,0,1,1,549,549,549,549,549
9799,0,3,3,59,549,-243,121,365
9802,0,5,6,184,883,61,269,1614
9803,0,1,1,1218,1218,1218,1218,1218
9805,0,2,2,275,2922,275,1598,3197
9806,0,3,3,427,518,426,457,1371
9807,0,4,4,3044,3044,-334,715,2863
9809,0,1,1,3075,3075,3075,3075,3075
9810,0,3,3,395,1096,184,558,1675
9812,0,1,1,761,761,761,761,761
9813,0,2,2,395,395,-181,107,214
9814,1,1,1,-181,-181,-181,-181,-181
9815,0,1,1,1036,1036,1036,1036,1036
9816,0,3,3,30,61,30,40,122
9817,0,1,1,2071,2071,2071,2071,2071
9818,0,2,2,304,304,153,228,457
9819,0,2,2,1553,1553,791,1172,2344
9821,0,5,5,518,1188,61,462,2313
9822,0,2,3,31,549,31,304,914
9823,0,2,2,669,669,-120,274,549
9824,0,7,8,700,700,-243,239,1918
9825,0,2,2,1856,1856,549,1202,2405
9826,0,1,1,396,396,396,396,396
9828,0,3,4,153,274,-243,53,214
9829,1,1,1,-212,-212,-212,-212,-212
9830,0,3,3,883,883,426,659,1979
9831,0,2,2,366,2252,366,1309,2618
9832,0,1,1,334,334,334,334,334
9833,0,2,2,1155,1155,671,913,1826
9835,0,1,2,428,852,428,640,1280
9837,0,2,3,212,212,0,121,365
9838,1,1,1,-243,-243,-243,-243,-243
9839,0,2,4,1065,1065,-181,304,1218
9840,0,1,1,457,457,457,457,457
9841,0,3,3,1492,2131,944,1522,4567
9843,0,1,1,2160,2160,2160,2160,2160
9844,0,1,1,5235,5235,5235,5235,5235
9845,0,3,3,1096,2071,1096,1441,4324
9847,0,2,2,1520,1520,-59,730,1461
9849,0,2,2,699,699,-181,259,518
9850,0,1,1,1249,1249,1249,1249,1249
9852,0,2,2,883,883,-334,274,549
9853,0,1,1,2588,2588,2588,2588,2588
9855,0,3,3,215,973,92,426,1280
9856,0,1,1,61,61,61,61,61
9858,0,2,2,365,365,-151,107,214
9860,0,2,2,213,3958,213,2085,4171
9863,1,1,1,-212,-212,-212,-212,-212
9864,0,7,7,487,487,153,291,2040
9865,1,1,1,-243,-243,-243,-243,-243
9869,0,6,6,245,334,0,157,944
9870,1,1,1,-273,-273,-273,-273,-273
9871,0,2,3,122,973,-243,284,852
9872,0,1,1,365,365,365,365,365
9873,0,1,1,487,487,487,487,487
9875,0,6,6,30,273,-304,45,275
9876,0,5,8,943,943,-90,247,1979
9877,0,4,4,1127,1308,-181,662,2649
9878,1,1,1,-243,-243,-243,-243,-243
9879,0,7,7,578,1431,-243,430,3014
9880,0,5,5,730,730,-273,97,487
9882,0,3,4,184,1371,184,624,2497
9883,0,4,4,122,306,28,121,487
9884,0,6,6,151,1096,-151,487,2922
9885,0,2,2,668,668,-181,243,487
9886,0,3,4,243,426,-151,205,822
9887,0,4,5,123,1673,0,675,3379
9888,0,6,6,1461,1461,-304,279,1675
9889,0,2,2,214,365,214,289,579
9890,0,3,3,396,669,-151,304,914
9891,0,1,1,306,306,306,306,306
9892,0,4,4,396,639,31,411,1645
9893,0,2,6,822,822,61,329,1979
9894,0,8,8,607,1583,-90,601,4809
9895,0,1,2,730,730,122,426,852
9896,0,4,4,1370,1370,0,593,2375
9897,0,1,3,366,669,275,436,1310
9898,0,1,1,1553,1553,1553,1553,1553
9899,0,3,5,92,762,92,408,2040
9900,0,1,1,2891,2891,2891,2891,2891
9901,0,3,3,215,973,92,426,1280
9902,0,2,2,365,365,-151,107,214
9903,0,4,6,730,731,-31,385,2313
9904,0,7,7,427,731,0,395,2771
9905,0,3,3,1583,1857,0,1146,3440
9906,0,2,3,792,792,214,589,1767
9907,0,5,5,2830,2830,0,1126,5632
9908,0,3,3,1095,1614,943,1217,3652
9909,0,3,3,1675,1675,153,934,2802
9910,0,1,1,1065,1065,1065,1065,1065
9911,0,5,5,487,1339,181,681,3409
9912,0,4,5,1066,1157,-90,602,3014
9913,0,4,5,30,1157,30,627,3136
9914,0,8,8,488,670,89,296,2375
9915,0,3,3,1216,1216,549,974,2922
9916,0,5,5,1339,1339,-59,517,2588
9917,0,3,3,640,3287,122,1349,4049
9918,0,3,3,336,1918,336,913,2741
9919,0,8,9,1186,1246,-90,419,3774
9920,0,2,2,854,854,426,640,1280
9922,1,1,1,-304,-304,-304,-304,-304
9923,0,4,6,762,975,396,695,4171
9924,0,3,3,150,915,150,598,1795
9925,0,1,2,975,975,0,487,975
9926,0,6,6,548,548,-59,279,1675
9927,0,5,5,731,1278,214,627,3136
9928,0,2,3,699,699,31,294,883
9929,0,2,3,365,944,365,750,2252
9930,0,5,6,515,1461,0,786,4717
9931,0,2,2,975,2891,975,1933,3866
9932,0,2,2,700,1979,700,1339,2679
9934,0,3,5,153,1248,-304,268,1341
9935,0,1,1,2891,2891,2891,2891,2891
9936,0,6,6,822,945,214,583,3501
9938,0,3,3,1311,1734,61,1035,3106
9939,0,2,3,244,914,122,426,1280
9940,0,4,4,30,214,30,121,487
9941,0,3,3,396,915,334,548,1645
9942,0,6,6,365,1096,31,573,3440
9945,0,1,1,214,214,214,214,214
9946,0,9,9,731,1766,61,632,5693
9947,0,4,4,1127,1308,-181,662,2649
9948,0,5,8,943,943,-90,247,1979
9949,0,2,3,3073,3073,-212,1237,3713
9950,0,7,7,578,1431,-243,430,3014
9951,0,2,2,425,671,425,548,1096
9952,0,2,2,1674,1674,1005,1339,2679
9953,0,1,1,365,365,365,365,365
9954,0,2,2,213,3958,213,2085,4171
9956,0,6,7,92,731,31,326,2283
9957,0,2,3,1492,1492,1004,1177,3532
9958,0,1,1,671,671,671,671,671
9959,0,7,9,213,1156,61,460,4140
9960,0,1,2,1157,1157,92,624,1249
9961,0,4,4,92,883,92,441,1767
9962,0,2,3,365,365,214,314,944
9963,0,2,2,974,1736,974,1355,2710
9964,0,3,3,30,516,-59,162,487
9965,0,1,2,579,579,-273,153,306
9966,0,2,3,122,973,-243,284,852
9967,0,6,6,245,334,0,157,944
9968,1,1,1,-243,-243,-243,-243,-243
9969,0,7,7,395,609,0,343,2405
9970,0,1,2,61,153,61,107,214
9971,1,1,1,-273,-273,-273,-273,-273
9972,0,2,2,92,487,92,289,579
9974,0,2,2,30,457,30,243,487
9975,0,3,4,243,426,-151,205,822
9976,0,5,5,426,3287,-212,773,3866
9977,1,1,1,-243,-243,-243,-243,-243
9978,0,4,4,213,1249,213,647,2588
9979,0,2,3,1492,1492,1004,1177,3532
9980,1,1,1,-243,-243,-243,-243,-243
9982,0,3,3,2922,2922,31,1390,4171
9983,0,2,3,1492,1492,1004,1177,3532
9984,0,3,3,942,1218,31,730,2191
9985,0,1,1,487,487,487,487,487
9986,0,5,8,943,943,-90,247,1979
9988,0,3,5,943,943,61,395,1979
9989,0,5,5,730,730,-273,97,487
9992,0,3,5,943,943,61,395,1979
9993,0,7,9,213,1156,61,460,4140
9994,0,1,1,518,518,518,518,518
9995,0,2,3,1492,1492,1004,1177,3532
9996,0,1,1,426,426,426,426,426
9997,0,3,4,334,1400,123,586,2344
9998,1,1,1,-243,-243,-243,-243,-243
9999,0,3,3,942,1218,31,730,2191
10000,0,1,1,2891,2891,2891,2891,2891
10001,0,1,1,61,61,61,61,61
10004,0,6,7,92,731,31,326,2283
10005,0,7,7,395,609,0,343,2405
10006,0,5,8,943,943,-90,247,1979
10007,0,1,1,426,426,426,426,426
10008,0,4,4,30,214,30,121,487
10010,0,7,8,30,1492,0,300,2405
10011,0,6,8,883,883,151,449,3593
10012,0,3,5,730,731,120,462,2313
10013,0,1,1,518,518,518,518,518
10014,0,2,3,122,973,-243,284,852
10015,1,3,3,89,184,-304,-10,-31
10016,0,7,7,487,487,153,291,2040
10017,0,6,6,30,273,-304,45,275
10018,1,1,1,-243,-243,-243,-243,-243
10019,0,5,8,943,943,-90,247,1979
10020,0,2,2,699,699,-181,259,518
10021,0,8,13,365,851,-151,269,3501
10022,0,1,1,3836,3836,3836,3836,3836
10023,0,1,1,487,487,487,487,487
10025,0,1,1,1675,1675,1675,1675,1675
10029,1,1,1,-273,-273,-273,-273,-273
10033,0,2,4,730,852,0,601,2405
10035,0,2,2,427,427,122,274,549
10036,0,4,4,304,304,-212,114,457
10037,0,3,3,396,396,-304,81,245
10038,0,3,3,457,457,151,304,914
10039,0,3,3,1127,1127,214,589,1767
10040,0,2,3,214,214,0,71,214
10042,0,1,3,153,273,-212,71,214
10043,0,2,2,1491,1491,31,761,1522
10044,0,2,2,638,638,-181,228,457
10045,0,1,1,214,214,214,214,214
10046,0,1,2,5539,5539,1096,3317,6635
10047,0,2,2,1157,1157,153,655,1310
10048,0,2,2,365,365,214,289,579
10049,0,2,2,761,1157,761,959,1918
10050,0,3,3,273,275,182,243,730
10051,0,3,3,61,883,61,345,1036
10052,0,5,6,334,3075,-59,1359,8157
10053,0,2,2,1126,1126,-151,487,975
10054,0,3,3,2802,2802,-304,923,2771
10056,0,5,5,549,1430,-212,402,2010
10057,1,1,1,-212,-212,-212,-212,-212
10058,0,7,8,335,335,-212,144,1157
10059,0,1,1,579,579,579,579,579
10060,0,2,2,365,365,-151,107,214
10062,1,2,2,30,30,-181,-75,-151
10063,0,1,1,518,518,518,518,518
10064,0,1,1,184,184,184,184,184
10065,0,2,2,457,457,457,457,914
10066,0,1,1,975,975,975,975,975
10067,1,1,1,-31,-31,-31,-31,-31
10068,0,1,1,640,640,640,640,640
10069,0,3,3,182,548,-273,152,457
10070,0,2,3,486,2071,334,963,2891
10072,1,1,1,-212,-212,-212,-212,-212
10073,0,8,8,580,822,-304,354,2832
10074,0,1,2,61,153,61,107,214
10075,0,5,6,457,457,-212,279,1675
10076,1,2,2,30,30,-181,-75,-151
10077,0,6,6,456,821,61,385,2313
10078,0,4,4,701,701,181,411,1645
10079,0,1,1,2344,2344,2344,2344,2344
10080,0,2,3,120,487,-273,111,334
10081,0,4,4,912,912,-90,365,1461
10082,0,2,2,273,273,-120,76,153
10083,0,1,1,549,549,549,549,549
10084,1,2,2,122,122,-273,-75,-151
10085,0,1,1,761,761,761,761,761
10086,0,3,4,92,1612,-151,418,1675
10087,1,1,1,-59,-59,-59,-59,-59
10089,0,1,1,1157,1157,1157,1157,1157
10091,0,3,3,30,792,-243,193,579
10093,1,1,1,-243,-243,-243,-243,-243
10094,0,1,2,1826,1826,-334,746,1492
10095,0,2,2,1126,1126,-243,441,883
10096,0,1,2,365,3256,365,1810,3621
10098,0,2,2,1917,1917,31,974,1948
10099,0,3,3,761,1826,-212,791,2375
10100,0,2,2,365,365,-151,107,214
