user_id,location,moved_after_2019,companies_worked,country,max_duration,Business,Design,IT,Other,N_Skills,English,German,Turkish,French,Spanish,Chinese,NLanguages,start_date_edu,end_date_edu,degree_edu,field_edu
16183,Turkey,1,5,Unsure,1461,0,0,7,18,25,2,0,2,0,0,0,3,2100-01-01,2016-06-01,3,Other
52716,Turkey,1,6,TR,1888,0,0,14,36,50,3,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Engineering
50673,Turkey,0,4,TR,4110,0,0,1,15,16,2,2,0,0,0,0,1,2100-01-01,2100-01-01,3,Business
40794,Turkey,0,2,Unsure,0,0,1,2,10,13,2,0,5,0,0,0,2,2010-09-01,2014-01-01,2,Other
47357,Turkey,0,1,TR,457,0,0,6,15,21,2,0,2,0,0,0,1,2100-01-01,2100-01-01,2,Other
53047,Turkey,1,1,Unsure,2863,0,0,1,4,5,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
7484,Turkey,0,2,TR,335,0,0,2,3,5,3,0,5,0,0,0,3,2100-01-01,2100-01-01,3,Engineering
19177,Turkey,1,5,TR,730,0,1,6,16,23,3,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Science
33146,Turkey,0,4,Unsure,1218,0,0,6,7,13,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
49997,Turkey,0,2,Unsure,1278,0,0,8,4,12,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
43852,Turkey,0,2,TR,2345,0,0,1,6,7,2,0,2,0,0,0,2,2100-01-01,2100-01-01,2,Other
28518,Turkey,0,2,TR,2345,2,0,6,37,45,4,2,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
58297,Turkey,0,2,Unsure,0,0,0,2,6,8,2,0,5,0,0,0,2,2017-09-01,2022-06-01,2,Engineering
17474,Turkey,0,2,Unsure,0,0,2,2,12,16,3,0,4,0,0,0,2,2100-01-01,2100-01-01,2,Other
39683,Turkey,0,3,Unsure,2191,0,0,1,15,16,4,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
63710,Turkey,0,2,Unsure,1767,0,0,0,5,5,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
4963,Turkey,0,6,Unsure,2616,0,0,11,39,50,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
25536,Turkey,0,2,Unsure,0,0,0,2,3,5,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Science
13307,Turkey,1,4,TR,2922,0,0,7,20,27,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
45654,Turkey,0,6,Unsure,3653,0,0,1,9,10,4,0,0,0,2,0,2,2100-01-01,2100-01-01,2,Engineering
63535,Turkey,0,1,TR,944,0,0,7,12,19,3,0,5,0,0,0,1,2100-01-01,2020-06-01,1,Other
13147,Turkey,0,1,Unsure,275,0,0,9,7,16,3,0,0,0,0,0,3,2100-01-01,2100-01-01,2,Engineering
4973,Turkey,1,2,TR,700,0,1,8,14,23,2,0,5,0,0,0,2,2016-01-01,2022-06-01,2,Other
1775,Turkey,0,3,Unsure,1827,0,1,12,14,27,3,0,5,0,0,0,4,2100-01-01,2100-01-01,1,Other
36707,Turkey,0,1,Unsure,822,0,0,5,5,10,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
61837,Turkey,1,5,TR,1735,0,1,17,32,50,4,0,5,0,0,0,1,2100-01-01,2100-01-01,3,Other
53199,Turkey,0,5,TR,3957,0,0,2,6,8,3,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Business
46375,Turkey,0,2,Unsure,0,0,1,13,13,27,3,1,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
6017,Turkey,0,1,Unsure,3621,0,0,4,1,5,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
66014,Turkey,0,4,Unsure,9039,0,0,7,43,50,5,2,0,0,2,0,1,2100-01-01,2100-01-01,3,Engineering
65869,Turkey,0,1,Unsure,1491,0,0,1,7,8,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Science
64161,Turkey,0,4,TR,1370,0,0,5,10,15,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
21002,Turkey,0,2,Unsure,335,0,0,9,13,22,3,0,5,0,0,0,2,2021-08-01,2023-06-01,3,Engineering
35359,Turkey,0,2,Unsure,2222,0,0,3,6,9,3,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
32567,Turkey,0,2,Unsure,0,0,0,9,25,34,3,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Other
53349,Turkey,1,2,TR,457,0,0,4,3,7,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
38919,Turkey,0,7,TR,973,1,1,4,7,13,3,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
11225,Turkey,1,4,Unsure,5236,0,0,3,6,9,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
43951,Turkey,0,3,TR,3044,0,2,6,34,42,2,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Other
24030,Turkey,0,2,Unsure,0,0,0,5,6,11,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
33894,Turkey,0,3,Unsure,3044,0,0,4,16,20,3,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
38197,Turkey,0,4,Unsure,1035,0,1,13,36,50,3,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
28831,Turkey,1,6,Unsure,7305,2,0,0,18,20,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
62125,Turkey,1,2,Unsure,3440,0,1,0,15,16,3,0,5,0,0,0,1,2100-01-01,2100-01-01,1,Other
35586,Turkey,0,3,TR,1310,0,0,4,19,23,3,0,5,0,0,0,2,2014-01-01,2020-05-01,1,Other
31399,Turkey,0,4,TR,5082,0,0,6,20,26,5,0,0,0,0,0,2,2100-01-01,2100-01-01,1,Other
26958,Turkey,0,2,Unsure,0,0,3,3,2,8,3,0,5,0,0,0,2,2014-09-01,2019-06-01,2,Other
15384,Turkey,1,2,TR,1369,0,0,5,6,11,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
39272,Turkey,0,2,Unsure,0,0,0,10,11,21,3,0,5,1,0,0,2,2100-01-01,2100-01-01,2,Other
25531,Turkey,0,2,Unsure,0,0,0,5,4,9,4,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
17383,Turkey,0,4,TR,4078,0,2,4,42,48,2,0,2,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
21328,Turkey,1,2,TR,6877,1,0,4,9,14,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
52039,Turkey,0,2,TR,365,0,0,11,15,26,4,1,0,0,0,0,1,2100-01-01,2100-01-01,3,Other
9891,Turkey,0,1,TR,306,0,1,18,31,50,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
66045,Turkey,0,3,Unsure,4292,1,1,21,25,48,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
50128,Turkey,0,1,TR,730,0,0,0,7,7,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
62820,Turkey,0,5,Unsure,2741,2,0,1,13,16,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
33799,Turkey,0,4,TR,2283,1,0,2,5,8,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
60584,Turkey,0,1,Unsure,1341,0,0,12,15,27,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Business
31829,Turkey,0,1,Unsure,1795,0,0,2,4,6,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
188,Turkey,0,5,TR,3349,0,1,3,20,24,2,0,2,0,0,0,7,2021-09-01,2100-01-01,3,Engineering
6996,Turkey,1,3,Unsure,1033,0,0,5,5,10,2,0,5,0,0,0,2,2016-09-01,2021-09-01,2,Other
63295,Turkey,0,2,Unsure,4169,0,1,0,15,16,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Business
40200,Turkey,0,1,Unsure,153,0,0,6,34,40,3,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
33349,Turkey,0,3,TR,1003,0,1,16,14,31,3,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Other
6569,Turkey,0,8,TR,3195,0,0,6,15,21,0,0,4,0,0,0,3,2100-01-01,2100-01-01,2,Other
22969,Turkey,0,2,Unsure,0,0,1,7,9,17,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
65772,Turkey,0,2,Unsure,0,0,0,5,11,16,3,0,0,0,0,0,1,2019-07-01,2019-08-01,2,Engineering
54631,Turkey,1,4,Unsure,1584,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
28488,Turkey,1,6,Unsure,7578,1,0,16,33,50,5,0,5,3,1,0,2,2100-01-01,2100-01-01,2,Other
44279,Turkey,1,3,Unsure,2436,0,0,9,9,18,3,0,0,0,2,0,2,2100-01-01,2100-01-01,3,Other
51065,Turkey,0,3,Unsure,2192,0,0,8,12,20,2,0,2,0,0,0,1,2100-01-01,2100-01-01,2,Engineering
32308,Turkey,1,4,TR,1887,0,0,5,8,13,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Mathematics
39964,Turkey,0,6,Unsure,3166,0,1,12,36,49,2,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Business
2098,Turkey,0,1,TR,2191,1,1,8,19,29,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
5365,Turkey,1,4,TR,5357,1,1,10,35,47,4,0,0,0,0,0,3,2100-01-01,2100-01-01,3,Other
12880,Turkey,0,1,Unsure,1402,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
49058,Turkey,0,1,Unsure,1461,0,0,4,11,15,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
32474,Turkey,0,2,TR,608,0,0,0,10,10,3,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
40848,Turkey,0,1,TR,2071,0,0,13,26,39,2,0,0,0,0,0,2,2100-01-01,2100-01-01,3,Other
51768,Turkey,0,4,TR,1155,0,2,6,32,40,3,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
59091,Turkey,0,1,TR,61,0,2,10,38,50,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
26860,Turkey,1,10,Unsure,1948,0,2,13,30,45,3,1,5,0,0,0,2,2015-09-01,2100-01-01,3,Engineering
64367,Turkey,1,3,Unsure,4047,0,0,7,18,25,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Science
56917,Turkey,0,8,TR,3409,0,4,17,21,42,4,1,5,0,0,0,1,2100-01-01,2100-01-01,3,Engineering
24696,Turkey,1,5,TR,2069,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Mathematics
18021,Turkey,0,1,Unsure,92,0,0,11,15,26,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
60551,Turkey,0,2,Unsure,0,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
61462,Turkey,0,1,TR,395,0,0,4,4,8,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
64499,Turkey,0,2,Unsure,1065,0,1,8,15,24,2,0,0,0,0,0,1,2100-01-01,2100-01-01,2,Other
58653,Turkey,0,2,Unsure,396,0,0,4,6,10,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
56221,Turkey,1,3,Unsure,1553,1,0,9,20,30,3,0,5,0,0,0,1,2100-01-01,2100-01-01,1,Engineering
21641,Turkey,0,2,TR,1004,0,1,0,18,19,2,2,0,0,0,0,2,2100-01-01,2100-01-01,2,Other
15108,Turkey,0,2,Unsure,0,0,0,3,16,19,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
58900,Turkey,0,3,Unsure,458,0,0,3,8,11,3,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
42095,Turkey,0,3,TR,3226,1,1,13,33,48,3,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
25093,Turkey,0,2,Unsure,0,0,0,3,6,9,4,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
63043,Turkey,0,4,Unsure,1188,0,0,4,7,11,2,0,2,0,0,0,1,2100-01-01,2100-01-01,3,Other
10698,Turkey,0,3,Unsure,2983,0,1,14,24,39,3,0,5,0,0,0,3,2100-01-01,2100-01-01,3,Engineering
54646,Turkey,1,4,TR,1796,0,0,10,12,22,4,2,0,0,0,0,1,2100-01-01,2100-01-01,2,Other
18970,Turkey,0,1,TR,214,0,0,1,2,3,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
61102,Turkey,0,1,Unsure,334,0,1,7,21,29,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Mathematics
5671,Turkey,0,2,TR,2465,0,0,5,26,31,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
46697,Turkey,0,2,Unsure,0,0,0,2,7,9,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
27919,Turkey,0,3,TR,3287,0,1,5,18,24,2,0,2,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
10579,Turkey,0,3,TR,3349,0,0,5,6,11,2,0,0,0,0,0,3,2100-01-01,2100-01-01,1,Other
39308,Turkey,1,6,TR,973,0,0,13,24,37,3,0,5,2,0,0,2,2100-01-01,2100-01-01,2,Other
752,Turkey,0,3,Unsure,456,0,0,6,11,17,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
49898,Turkey,1,4,Unsure,1064,1,0,8,13,22,2,0,0,0,0,0,1,2100-01-01,2100-01-01,2,Other
65492,Turkey,0,2,Unsure,457,0,0,8,9,17,2,0,5,0,0,0,2,2021-09-01,2023-09-01,3,Other
33804,Turkey,0,1,Unsure,1736,2,0,12,32,46,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
48664,Turkey,1,4,TR,1979,0,1,2,3,6,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
5009,Turkey,0,2,Unsure,0,0,0,2,8,10,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
20362,Turkey,0,4,TR,881,0,0,2,15,17,3,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Other
703,Turkey,0,2,TR,1369,0,0,5,2,7,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
53275,Turkey,0,1,Unsure,518,0,0,4,13,17,4,3,5,0,0,0,1,2100-01-01,2100-01-01,3,Engineering
396,Turkey,0,2,Unsure,0,0,0,5,11,16,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
10171,Turkey,0,3,Unsure,2099,0,1,6,19,26,4,0,0,1,0,0,3,2015-01-01,2021-07-01,2,Business
31654,Turkey,0,1,Unsure,1642,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
4645,Turkey,0,4,TR,2740,0,0,13,18,31,2,1,0,0,0,0,3,2100-01-01,2100-01-01,2,Other
4336,Turkey,0,3,Unsure,761,0,1,7,18,26,3,0,5,0,0,0,3,2100-01-01,2100-01-01,2,Engineering
40317,Turkey,0,3,Unsure,1491,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
39390,Turkey,0,2,Unsure,0,0,0,5,10,15,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
40203,Turkey,1,6,TR,4079,0,1,6,37,44,3,0,0,0,0,0,2,2100-01-01,2100-01-01,3,Other
17714,Turkey,0,4,TR,5691,0,0,6,20,26,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
31179,Turkey,0,2,TR,730,0,0,3,6,9,3,1,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
46321,Turkey,0,3,Unsure,1856,0,0,0,9,9,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
15451,Turkey,0,1,TR,214,0,0,9,9,18,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
34093,Turkey,1,2,Unsure,5264,0,0,7,11,18,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Business
55910,Turkey,1,7,Unsure,2709,0,1,1,14,16,3,0,0,0,0,0,1,2100-01-01,2100-01-01,1,Other
58189,Turkey,0,1,Unsure,5448,0,0,3,9,12,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
32236,Turkey,0,2,Unsure,2343,0,1,5,18,24,2,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Mathematics
22329,Turkey,0,6,Unsure,1766,0,1,16,14,31,3,0,2,0,0,0,2,2100-01-01,2100-01-01,2,Other
52511,Turkey,0,4,Unsure,762,0,1,3,0,4,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
16460,Turkey,1,4,Unsure,3196,0,0,5,14,19,3,0,5,0,0,0,3,2100-01-01,2100-01-01,3,Science
54994,Turkey,0,4,TR,3470,0,1,13,16,30,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
41506,Turkey,1,6,Unsure,1765,0,0,5,6,11,3,1,0,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
35240,Turkey,1,7,TR,5023,3,0,4,15,22,4,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
62165,Turkey,0,3,Unsure,1399,0,0,4,19,23,3,3,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
11380,Turkey,1,1,TR,2710,0,0,8,6,14,3,0,5,0,0,0,3,2100-01-01,2100-01-01,3,Other
19853,Turkey,1,3,Unsure,792,0,0,7,19,26,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
29876,Turkey,0,3,TR,2679,0,1,9,23,33,3,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Other
44285,Turkey,0,2,Unsure,0,0,0,4,13,17,4,0,0,0,0,0,2,2100-01-01,2021-07-01,2,Other
7195,Turkey,1,2,Unsure,426,0,0,3,2,5,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
15179,Turkey,0,1,TR,122,0,0,6,14,20,4,0,5,0,0,0,3,2100-01-01,2100-01-01,3,Engineering
36151,Turkey,0,1,TR,1795,0,0,10,27,37,3,2,0,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
20263,Turkey,0,4,Unsure,3045,0,0,9,18,27,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
15375,Turkey,0,2,Unsure,0,0,0,1,8,9,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
7007,Turkey,1,3,Unsure,1246,0,0,2,8,10,2,0,5,0,0,0,2,2009-09-01,2100-01-01,2,Engineering
40082,Turkey,0,1,Unsure,275,0,0,8,24,32,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
5759,Turkey,1,4,TR,1918,0,0,6,10,16,3,0,0,0,1,0,3,2100-01-01,2100-01-01,2,Engineering
56938,Turkey,0,2,TR,851,0,2,0,27,29,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Business
56667,Turkey,0,4,Unsure,2284,0,0,8,17,25,3,0,5,0,0,0,1,2100-01-01,2100-01-01,3,Engineering
47955,Turkey,0,2,TR,456,0,1,9,15,25,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
12857,Turkey,1,3,TR,1126,0,1,3,12,16,3,0,5,0,0,0,3,2100-01-01,2100-01-01,2,Other
59282,Turkey,0,1,Unsure,275,0,0,6,5,11,3,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Engineering
30150,Turkey,0,2,Unsure,0,0,0,6,16,22,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
15532,Turkey,0,3,TR,762,0,0,9,35,44,3,0,0,0,0,0,3,2100-01-01,2100-01-01,3,Other
16437,Turkey,0,2,TR,487,0,1,15,34,50,2,0,5,0,0,0,3,2100-01-01,2100-01-01,2,Other
12834,Turkey,0,2,Unsure,823,1,0,10,25,36,2,2,2,0,0,0,3,2100-01-01,2100-01-01,3,Engineering
10911,Turkey,1,5,Unsure,760,0,0,1,4,5,3,0,5,0,0,0,3,2100-01-01,2100-01-01,2,Other
54815,Turkey,0,2,TR,2007,0,1,15,34,50,4,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Engineering
24980,Turkey,0,2,Unsure,0,0,0,3,8,11,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
32666,Turkey,0,2,Unsure,3560,0,0,11,30,41,2,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Other
4125,Turkey,0,2,Unsure,0,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
24264,Turkey,0,2,Unsure,0,0,0,1,10,11,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
7022,Turkey,0,2,Unsure,365,0,0,2,5,7,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Mathematics
3499,Turkey,1,2,Unsure,426,0,0,3,6,9,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
9364,Turkey,0,5,Unsure,3684,3,0,7,22,32,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
50256,Turkey,0,4,TR,2437,1,1,9,30,41,3,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
2742,Turkey,1,5,Unsure,1948,0,0,1,2,3,2,0,5,0,0,0,4,2100-01-01,2100-01-01,1,Other
47129,Turkey,0,3,TR,1826,3,0,3,24,30,3,0,0,0,0,0,1,2100-01-01,2100-01-01,1,Mathematics
30221,Turkey,0,2,TR,1126,0,0,4,9,13,5,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
6597,Turkey,0,2,TR,2587,1,4,7,19,31,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
20856,Turkey,0,2,Unsure,1157,0,2,5,16,23,2,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
18077,Turkey,0,1,Unsure,61,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
26105,Turkey,0,2,Unsure,0,0,0,5,19,24,3,0,5,0,0,0,2,2016-09-01,2024-06-01,3,Engineering
65996,Turkey,0,3,TR,2407,1,0,9,35,45,4,3,5,0,0,0,1,2100-01-01,2100-01-01,3,Engineering
25821,Turkey,0,2,Unsure,0,0,1,8,9,18,3,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Other
47464,Turkey,1,3,Unsure,2953,1,1,7,21,30,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
47792,Turkey,0,3,Unsure,4048,0,0,4,41,45,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
17180,Turkey,0,4,TR,487,0,1,3,8,12,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
61966,Turkey,0,6,Unsure,1400,0,0,5,20,25,2,0,0,0,0,0,1,2100-01-01,2100-01-01,3,Engineering
9469,Turkey,1,4,TR,944,0,0,7,12,19,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
63665,Turkey,0,3,TR,2160,1,0,6,21,28,4,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
21917,Turkey,0,1,TR,396,0,0,10,18,28,3,0,3,0,0,0,2,2100-01-01,2100-01-01,3,Other
60980,Turkey,0,3,Unsure,2374,0,0,7,14,21,3,1,0,0,0,0,1,2005-09-01,2009-07-01,3,Other
52490,Turkey,0,2,Unsure,580,0,0,6,44,50,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Mathematics
43589,Turkey,0,5,Unsure,2282,0,0,1,11,12,4,1,0,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
50884,Turkey,0,4,Unsure,1034,0,2,9,12,23,2,1,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
45226,Turkey,0,1,Unsure,92,0,1,7,13,21,2,0,0,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
48795,Turkey,1,4,Unsure,3014,0,2,8,31,41,2,0,0,0,0,0,1,2100-01-01,2100-01-01,2,Engineering
43596,Turkey,0,2,Unsure,0,1,0,2,2,5,5,1,5,3,0,0,2,2100-01-01,2100-01-01,3,Science
56159,Turkey,0,1,Unsure,2863,0,1,8,14,23,2,0,2,0,0,0,1,2100-01-01,2100-01-01,1,Other
4574,Turkey,0,2,Unsure,1947,0,0,0,19,19,2,0,0,0,0,0,3,2100-01-01,2100-01-01,1,Engineering
51532,Turkey,1,3,TR,1218,0,0,12,21,33,3,2,5,0,0,0,1,2100-01-01,2100-01-01,2,Engineering
6842,Turkey,1,8,TR,4840,1,3,7,39,50,4,2,5,0,0,0,3,2100-01-01,2100-01-01,3,Engineering
48315,Turkey,0,3,Unsure,761,0,0,13,30,43,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
8432,Turkey,0,8,Unsure,3469,0,0,4,13,17,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
4233,Turkey,0,3,Unsure,396,0,0,4,12,16,5,2,5,1,0,0,3,2100-01-01,2100-01-01,2,Other
10028,Turkey,0,2,Unsure,0,0,1,2,7,10,2,0,5,0,0,0,2,2020-09-01,2025-06-01,2,Engineering
11757,Turkey,0,2,Unsure,0,0,0,1,4,5,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
40522,Turkey,1,5,TR,4505,0,0,8,17,25,3,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
1250,Turkey,1,3,TR,2678,0,0,7,31,38,3,0,5,0,1,0,4,2100-01-01,2100-01-01,2,Other
26153,Turkey,0,1,Unsure,153,0,1,15,22,38,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
58387,Turkey,0,2,Unsure,396,0,0,3,12,15,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
43280,Turkey,0,2,Unsure,0,0,0,0,6,6,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Mathematics
44322,Turkey,0,1,Unsure,911,0,0,5,10,15,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
3138,Turkey,0,3,Unsure,946,0,0,0,3,3,2,0,5,0,0,0,4,2100-01-01,2100-01-01,1,Engineering
25746,Turkey,0,3,TR,1247,0,5,9,21,35,5,1,5,0,0,1,2,2100-01-01,2100-01-01,2,Other
54865,Turkey,0,3,Unsure,1127,0,1,0,9,10,3,1,5,0,0,0,1,2100-01-01,2100-01-01,1,Engineering
62950,Turkey,0,2,Unsure,0,0,0,3,8,11,2,0,5,0,0,0,2,2021-04-01,2021-09-01,2,Other
55498,Turkey,0,2,TR,61,1,0,1,3,5,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
664,Turkey,0,2,Unsure,3014,0,0,0,7,7,2,1,5,0,0,0,5,2100-01-01,2021-06-01,3,Other
27540,Turkey,0,2,Unsure,2587,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
36986,Turkey,0,1,Unsure,214,0,0,0,5,5,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
15069,Turkey,0,2,Unsure,0,0,0,5,13,18,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
33384,Turkey,0,2,TR,2071,0,1,3,46,50,4,2,0,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
10639,Turkey,0,4,Unsure,852,0,0,8,16,24,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
49089,Turkey,1,4,TR,3471,3,1,6,22,32,5,0,0,1,0,0,1,2100-01-01,2100-01-01,3,Other
4587,Turkey,0,2,Unsure,3014,0,0,0,6,6,2,0,0,0,0,0,3,2100-01-01,2100-01-01,1,Mathematics
